name,LogFC,pvalue,padj,exp
CAF4,0.01962432589611004,0.972876284595844,0.9992707319087202,pg_pd
CAN1,-0.42775247480748163,0.4019150106649991,0.9992707319087202,pg_pd
CAP1,-0.06115697883423561,0.9525951214177151,0.9992707319087202,pg_pd
CAP2,4.40087649374642,3.915217550960175e-13,2.2692600925365174e-11,pg_pd
CAR2,0.07473864261063995,0.8621740520663475,0.9992707319087202,pg_pd
CAT2,-0.1845894364060967,0.7199320025265534,0.9992707319087202,pg_pd
CBR1,-0.4001127496563538,0.40515629147998766,0.9992707319087202,pg_pd
CCC1,0.08018437972292779,0.9517325508209669,0.9992707319087202,pg_pd
CCE1,-1.2891003334625053,0.370913106229422,0.9992707319087202,pg_pd
CCH1,2.1454336378354797,0.11736108694381805,0.9553719942786086,pg_pd
CCP1,-0.36053413879707435,0.5901323468985414,0.9992707319087202,pg_pd
CCS1,2.2168560349604207,0.04521591466638648,0.621022373000891,pg_pd
CCW14,0.40064546157992736,0.5370930596379742,0.9992707319087202,pg_pd
CCW22,-0.20026660515662711,0.7176615695262722,0.9992707319087202,pg_pd
CDA2,4.33084322188978,1.3687556756102816e-34,9.91663486979649e-32,pg_pd
CEX1,-0.7292218066201835,0.2053284175715396,0.9992707319087202,pg_pd
CFD1,4.836594390957585,8.218325057076571e-5,0.0023580897044958317,pg_pd
CFF1,-0.2579012510220356,0.43232006641011356,0.9992707319087202,pg_pd
CGR1,0.5775052709054713,0.4967080931438279,0.9992707319087202,pg_pd
CHA4,-0.14429126816108293,0.7882248132809133,0.9992707319087202,pg_pd
CHD1,-0.5987049153179028,0.1270037853533217,0.9744671961137076,pg_pd
CHL4,0.6141624343553485,0.29223838437245897,0.9992707319087202,pg_pd
CHM7,-0.30794785431412774,0.5311405149478915,0.9992707319087202,pg_pd
CHO2,-0.19977174442927484,0.829996914163228,0.9992707319087202,pg_pd
CHS3,-0.7144206256923317,0.567925867383342,0.9992707319087202,pg_pd
CHZ1,0.18936614798410778,0.8959392400434003,0.9992707319087202,pg_pd
CIK1,-1.532448651851763,0.4384273717845261,0.9992707319087202,pg_pd
CIN1,-0.8447089610865232,0.32788801168919157,0.9992707319087202,pg_pd
CIN10,-0.4305926812312824,0.6926376874137645,0.9992707319087202,pg_pd
CIN5,0.4561393092597251,0.41056657092430177,0.9992707319087202,pg_pd
CIN8,-0.9825915329807978,0.5517078889692725,0.9992707319087202,pg_pd
CIR1,-0.8968738604149764,0.5538106116219936,0.9992707319087202,pg_pd
CIS1,0.5749274684198579,0.22371183504855904,0.9992707319087202,pg_pd
CIS3,0.1324983967868914,0.8001338978546604,0.9992707319087202,pg_pd
CIT2,-0.6615931478516287,0.6661709112265398,0.9992707319087202,pg_pd
CKA2,0.12523254035264458,0.6782472311278605,0.9992707319087202,pg_pd
CKI1,-0.18407904299246386,0.7342863633142918,0.9992707319087202,pg_pd
CLB1,-0.05254987331539923,0.9241964852317577,0.9992707319087202,pg_pd
CLB4,0.6594100656310823,0.44925958138391975,0.9992707319087202,pg_pd
CLB6,-0.4676443106621013,0.2950484235847619,0.9992707319087202,pg_pd
CLD1,-0.2891837770553326,0.5065767894693798,0.9992707319087202,pg_pd
CLG1,-0.27014447960064875,0.7605269218131283,0.9992707319087202,pg_pd
CLN1,-0.5767185373913212,0.2679643103246605,0.9992707319087202,pg_pd
CLN3,0.22524734911436145,0.5924970363718927,0.9992707319087202,pg_pd
CLU1,-0.6545947313155785,0.30333613053901665,0.9992707319087202,pg_pd
CMC4,1.709767576872818,7.783496855094558e-5,0.002255657388606403,pg_pd
CMG1,0.3618319962362596,0.29084456730493513,0.9992707319087202,pg_pd
CMK1,-0.21831208173841576,0.7037910671616896,0.9992707319087202,pg_pd
CMK2,0.790911723625415,0.431106168852704,0.9992707319087202,pg_pd
CMP2,-0.4366173639656489,0.48031619576942064,0.9992707319087202,pg_pd
CMR1,0.16393894653409707,0.8788641577870167,0.9992707319087202,pg_pd
CMR2,-0.14328735366504075,0.7767158072572758,0.9992707319087202,pg_pd
CMR3,-0.45097745529361305,0.4797826090219736,0.9992707319087202,pg_pd
CMS1,0.4683177557254044,0.4722758708634457,0.9992707319087202,pg_pd
CNA1,0.02918672852505269,0.9285008884685871,0.9992707319087202,pg_pd
CNB1,-1.644124171865965,NA,NA,pg_pd
CNE1,-0.49230373711458464,0.38694513703359745,0.9992707319087202,pg_pd
CNM1,-0.35875397640660694,0.6135071282490407,0.9992707319087202,pg_pd
COA2,1.05345021570321,0.4523898010788007,0.9992707319087202,pg_pd
COA4,-2.3953544991278064,0.09780182816895053,0.9055261918006985,pg_pd
COG8,-0.206797179082572,0.806638228146983,0.9992707319087202,pg_pd
COQ11,-0.03134067823638824,0.9558919131383743,0.9992707319087202,pg_pd
COQ4,-4.345955959169705,NA,NA,pg_pd
COS10,-0.018943044053469006,0.9587156250939234,0.9992707319087202,pg_pd
COS12,0.3277274090381212,0.31160518501794876,0.9992707319087202,pg_pd
COS6,-0.5120054689615056,0.5821686943208044,0.9992707319087202,pg_pd
COT1,-0.0044702114664992194,0.9931601816975691,0.9992707319087202,pg_pd
