name	pd1	pd2	pd3	pg1	pg2	pg3	rd1	rd2	rd3	rg1	rg2	rg3	yd1	yd2	yd3	yg1	yg2	yg3
GTT2	914	160	738	157	233	142	181	137	231	209	218	291	1179	985	829	257	220	84
GTT3	28	329	129	121	178	83	93	227	111	143	205	154	1138	766	861	378	346	167
GUD1	940	1240	2839	1115	897	783	1584	781	979	1550	1103	1361	3510	2143	2524	1909	1419	870
GUF1	2	19	0	8	6	8	0	7	2	24	34	28	126	95	79	16	41	15
GUP2	526	1427	860	550	1102	497	895	768	640	601	1086	584	1878	1439	1498	674	1293	472
GUT1	970	997	2112	1098	468	776	736	385	908	1048	597	1168	1036	785	1020	1031	1060	705
GUT2	11	9	33	332	331	104	11	15	11	278	317	216	572	446	561	392	315	185
GVP36	42319	28367	161135	29167	26523	57268	40774	31061	78417	32854	29897	129800	13717	9149	15679	18691	19480	23885
GYL1	1309	893	516	537	427	373	834	613	331	698	378	438	1775	944	1284	833	485	369
GYP5	1380	1108	1810	669	956	582	1344	550	999	851	1020	853	1395	1150	910	955	1245	463
GYP6	21	62	368	89	91	107	62	202	148	75	148	98	837	565	545	208	215	69
GYP8	10101	10357	23150	9458	7321	8621	6841	5194	7901	9980	6931	14217	4342	3151	4316	9980	8878	7088
GZF3	717	481	1677	1060	522	672	769	432	601	1008	628	1568	2000	1145	2255	2012	1373	1071
HAA1	92	108	50	1700	1977	515	36	44	14	1707	1764	1222	3385	2122	3090	2206	1972	885
HAC1	530	1459	1501	444	1052	679	502	1526	716	605	1168	964	773	794	605	581	1529	533
HAL5	1706	4616	7392	1251	2957	3848	2180	2957	4595	1524	3185	3657	1613	1129	1163	1534	2838	1559
HAL9	551	967	1238	993	939	801	714	773	784	1158	1031	1121	2584	2095	1787	1433	1659	791
HAM1	14	18	10	32	14	2	9	27	4	22	6	2	122	122	89	16	36	16
HAP2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HAP4	0	0	0	0	0	0	0	0	0	0	0	0	24	17	8	0	4	0
HAP5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
HAT2	12	66	33	7	9	8	7	70	31	31	20	40	473	394	351	75	115	23
HBN1	4670	1579	3256	2151	1221	1513	2931	1127	1790	2408	1285	2408	5928	4458	4485	1762	1760	819
HBS1	315	1047	443	105	452	171	149	314	119	150	447	177	239	332	147	194	703	150
HBT1	229	35	217	240	123	50	116	30	20	264	118	255	366	166	251	243	208	197
HCM1	119	81	183	131	147	94	171	43	55	74	181	165	1012	805	681	247	245	102
HCR1	0	0	0	0	1	0	0	0	0	2	0	0	6	20	3	0	0	0
HCS1	1171	1561	1695	1893	1206	1334	1670	613	1007	2011	1153	1731	1892	1140	1750	2223	1628	829
HDA2	0	0	0	0	0	0	0	0	0	0	0	0	33	35	29	2	3	2
HEF3	158	155	127	143	121	46	167	109	98	219	110	150	957	662	680	189	244	97
HEH2	59	26	159	55	44	28	96	65	53	52	66	64	268	189	214	56	52	41
HEL2	14	6	23	1	4	3	5	5	12	15	9	11	18	15	14	11	23	6
HEM25	22	12	133	36	22	110	1	31	13	33	45	156	608	654	695	401	375	330
HFD1	195	729	202	206	281	68	425	314	97	222	293	70	928	679	606	235	210	84
HFL1	391	539	1610	397	279	507	481	306	784	511	385	653	1232	717	955	545	408	216
HFM1	67	94	34	89	85	65	120	178	18	98	96	81	477	373	397	80	85	65
HGH1	1	311	419	12	435	218	132	485	232	84	414	187	215	284	123	175	687	161
HHF1	66	0	2	248	2	17	143	1	38	247	0	5	114	111	106	41	100	22
HHF2	29	13	92	101	44	34	46	16	55	112	28	29	373	322	295	100	87	46
HHO1	844	2679	3932	498	1886	1847	463	1541	1983	556	1984	2488	885	832	597	914	2151	788
HHT1	141	305	1365	281	684	705	198	503	680	289	576	1001	383	327	330	482	865	381
HHT2	1165	2491	1942	1010	1722	1112	1150	1646	1103	1005	1811	1358	952	1111	749	935	2434	883
HHY1	0	0	0	6	12	4	35	0	0	8	21	0	93	92	82	25	40	10
HIM1	866	979	1956	950	1481	806	459	499	705	842	1262	1274	1974	1227	1792	1768	1410	1049
HIR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
HIR3	173	430	154	277	194	154	308	185	92	421	238	128	1464	1108	932	428	525	176
HIS1	196	264	324	91	244	72	141	93	86	128	237	57	799	741	713	234	264	123
HIS2	163	10	80	338	208	260	67	24	35	307	184	491	1064	747	807	552	483	165
HIS3	70	172	206	56	108	39	39	87	57	117	87	42	603	363	412	89	125	58
HIS6	198	379	316	172	308	112	268	288	94	160	343	189	537	425	363	267	417	223
HIT1	0	0	0	0	6	0	0	0	0	0	11	0	39	78	23	21	30	2
HLJ1	219	29	98	17	11	15	8	10	8	24	16	104	402	283	300	111	109	43
HLR1	124	46	221	1983	1458	526	119	22	19	1796	1086	1246	2707	2090	2336	1624	1440	571
HMF1	450	392	70	305	520	152	390	116	6	277	366	491	1076	902	956	541	699	311
HMG1	744	678	1073	619	489	393	965	356	386	728	560	636	1822	1135	1483	920	699	387
HMS1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
HMT1	53	34	87	35	9	4	30	1	2	35	16	26	297	221	180	52	103	16
HMX1	0	55	0	0	62	13	0	89	6	0	48	22	73	89	61	25	48	10
HO	0	6	2	45	10	66	133	33	120	52	21	125	392	347	209	90	136	37
HOC1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
HOG1	1268	1551	2863	807	802	1167	1168	904	1381	1169	1024	1624	1467	983	1157	1133	1273	519
HOM2	22	12	27	8	2	3	9	4	6	15	2	10	88	48	56	16	14	5
HOM6	69	63	66	23	4	27	151	6	54	46	19	65	378	305	242	113	111	62
HOP1	1334	3385	3868	1202	2870	1748	1595	2415	2144	1499	2816	2024	1656	1318	1024	1450	3622	1160
HOP2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HOR7	426	43	143	79	59	53	71	30	61	105	30	99	369	267	264	89	76	58
HOS1	1927	770	3004	1224	1057	1079	1255	915	1080	1289	1095	1698	1047	667	900	1204	1385	675
HOS2	71	55	873	68	66	80	75	264	209	109	93	188	276	216	261	155	223	71
HOS3	133	143	80	180	126	98	277	136	50	236	138	79	974	649	661	236	251	80
HOS4	781	593	483	382	418	129	734	711	189	362	533	192	1142	1086	972	535	716	226
HOT1	524	316	797	391	298	393	467	282	517	427	246	605	1116	1061	984	327	412	161
HOT13	64	107	333	146	95	115	94	21	198	158	151	115	872	696	609	231	202	109
HPA3	483	698	1669	691	444	541	627	489	341	768	454	731	1444	1075	1056	595	559	352
HPC2	2	0	2	2	2	6	4	4	2	2	2	5	27	30	36	6	6	6
HPF1	711	506	2090	703	221	521	799	304	551	926	295	684	1888	1015	1476	691	569	411
HPM1	119	298	388	274	403	378	137	80	143	435	304	632	863	1052	850	984	1309	690
HPR1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0
HPT1	156	345	46	84	183	78	127	187	129	127	205	156	592	488	363	198	376	99
HRB1	270	122	274	313	75	114	400	20	184	346	64	155	933	818	631	233	240	86
HRD3	123	1075	467	54	492	245	69	671	270	59	678	232	211	364	186	276	1230	180
HRK1	171	306	566	250	131	144	444	114	162	408	185	300	992	752	733	239	265	134
HRQ1	1524	3764	4321	1193	2379	1998	1074	2411	2572	1356	2479	2566	1683	1554	1089	1481	3356	1186
HRR25	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
HRT3	392	140	150	214	121	68	263	129	95	217	123	85	829	553	519	173	185	71
HSC82	49	394	187	141	184	79	166	183	190	167	169	134	829	650	680	272	212	100
HSE1	430	79	303	758	315	129	762	127	229	791	241	276	2461	1811	1859	470	587	286
HSL1	779	1060	514	458	353	290	1008	1150	430	508	633	384	366	276	326	397	887	320
HSM3	165	77	190	34	39	95	51	40	131	58	48	90	272	186	150	92	123	32
HSP104	1073	589	1347	4425	2757	1987	807	306	607	4747	2486	3512	5546	4533	5158	3695	3736	1607
HSP12	691	964	1679	746	1452	1032	491	778	914	706	1224	2019	198	149	213	651	967	639
HSP150	715	749	1423	1042	727	868	1009	659	734	1121	678	908	1154	580	890	1113	971	540
HSP26	0	4	0	2	9	2	0	41	0	1	11	1	140	136	115	35	50	24
HSP30	352	418	340	158	264	110	86	484	106	163	259	91	496	398	344	195	195	65
HSP31	1591	5480	3628	1204	2725	1863	1410	2711	2152	1418	2592	2570	1567	1324	1087	1313	3286	1184
HSP42	152	238	500	129	106	73	314	122	71	156	110	102	500	440	436	147	119	71
HSP78	543	676	1361	932	1079	1048	498	501	908	924	1042	1561	1962	1471	1632	1699	2221	1208
HSP82	121	120	79	350	106	59	256	102	95	326	131	53	1162	869	846	289	345	97
HST1	37	30	90	27	15	19	98	11	9	43	24	32	275	156	192	57	57	24
HST3	384	163	4	122	97	10	338	66	2	159	124	43	427	383	405	118	130	57
HST4	171	283	332	98	192	46	139	212	138	92	167	67	479	334	364	121	213	79
HSU1	441	106	502	186	112	176	136	121	130	251	148	217	856	766	700	251	232	99
HTB2	0	28	1	0	17	0	0	9	0	0	10	0	67	79	40	10	20	3
HTC1	516	1438	711	781	1071	494	660	840	601	808	1036	835	1195	799	1059	975	983	516
HTD2	0	0	0	0	1	0	0	0	0	0	0	0	31	57	15	8	4	0
HUA1	385	642	445	375	360	296	401	297	354	533	361	381	1365	1088	801	622	693	230
HUA2	1	60	2	13	84	4	10	98	22	26	83	14	271	194	205	63	65	28
HUB1	90	89	109	1778	1939	872	43	41	37	1665	1627	2155	2898	2089	2584	2062	1887	848
HUG1	106	216	748	276	895	220	266	193	191	370	725	505	1979	1384	1407	744	702	337
HUL4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
HVG1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
HXK2	160	213	123	100	182	70	106	62	83	115	158	128	2114	1530	1560	460	333	189
HXT1	159	386	711	151	359	247	195	55	181	177	340	277	533	477	480	360	507	233
HXT10	188	197	190	102	48	87	117	57	132	133	73	168	583	358	332	130	106	61
HXT12	247	242	344	185	90	77	199	61	122	229	99	129	717	443	405	122	172	41
HXT14	690	133	146	190	137	59	230	74	78	234	142	170	1058	756	765	225	247	118
HXT17	909	1688	1595	1423	1891	830	1096	898	877	1291	1633	1677	2215	1299	2621	2423	2288	1569
HXT2	207	57	83	107	52	33	198	191	82	100	98	89	568	427	433	171	173	52
HXT4	147	756	785	115	591	319	212	481	264	140	508	491	407	326	243	279	553	203
HXT5	13	2	10	10	2	8	34	28	18	13	7	31	93	69	80	13	27	10
HXT8	88	337	114	93	321	116	177	276	114	137	297	217	899	761	716	199	159	119
HYR1	8859	5224	6701	6875	5558	4367	6096	4627	3108	7447	5890	6558	3960	2813	3340	5029	4090	2426
IAH1	873	995	744	1148	958	628	1078	827	513	1193	851	722	1959	1496	1310	1235	1150	500
IBD2	981	4323	3096	1028	2902	1961	1400	2624	1849	1171	3084	1924	1636	1320	1095	1500	3085	1051
ICE2	2709	2138	699	3366	2306	770	3723	2449	778	3687	2667	1937	701	805	695	1173	1444	659
ICL1	45	0	23	17	0	24	21	1	31	13	0	76	160	95	98	52	49	19
ICP55	179	74	189	156	149	92	222	82	31	202	101	96	360	250	287	244	189	84
ICS2	70	25	60	431	279	141	78	26	70	396	258	339	677	399	490	401	232	138
ICS3	17	68	18	85	54	23	88	17	33	70	58	27	528	353	381	123	148	52
ICT1	133	0	99	52	10	66	117	14	97	88	8	114	346	235	285	95	49	43
ICY1	1251	540	940	410	415	357	585	486	408	645	411	502	2335	1512	1726	791	659	377
IDH1	0	0	2	4	0	0	6	0	0	5	0	1	34	63	30	2	20	8
IDP1	1212	1033	1140	953	763	560	827	1011	544	882	742	1057	990	570	867	932	723	414
IDP2	89	224	72	34	131	63	44	175	62	37	108	56	262	250	182	96	159	46
IDP3	642	308	424	228	230	149	323	190	194	250	266	226	1559	1036	1005	295	286	143
IDS2	1776	2356	3127	1275	1828	1904	1255	2215	1540	1507	2176	2177	2335	1600	1995	2024	2608	1344
IES1	7	9	2	6	2	26	14	2	10	14	22	18	107	70	79	24	21	21
IES3	0	0	0	44	0	0	0	0	0	24	0	1	54	87	40	18	22	8
IES4	1912	3252	4520	2136	2165	2184	1932	1666	2262	2129	2056	2834	1302	1161	1385	2707	3031	2053
IES5	0	61	1	20	65	6	4	39	22	33	53	31	183	199	140	29	70	36
IFH1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IGD1	3211	1561	2669	1713	1389	1086	2085	902	1082	1943	1269	1405	2414	1523	2121	2216	1891	934
IGO2	125	165	610	787	801	491	126	102	188	758	720	1047	1321	769	1117	681	561	308
IKI3	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0
IKS1	73	161	89	57	61	48	80	83	77	65	87	60	302	229	222	155	151	60
ILM1	1	0	2	2	0	11	0	0	14	9	4	5	221	340	188	28	73	33
ILT1	289	138	100	84	98	27	75	155	76	81	91	74	547	517	435	115	96	73
ILV1	31	2	14	16	37	30	25	2	34	24	6	18	68	62	64	25	22	6
ILV6	433	137	41	175	102	23	387	108	53	216	99	66	757	651	610	209	243	95
IMA1	1033	706	1732	843	611	916	1077	455	1251	1013	566	1415	3225	1898	2339	1320	966	505
IMA5	8357	6375	15902	7616	6000	6275	5579	3847	5515	8081	5653	11038	4506	3411	4332	6871	6317	5180
IMD3	16652	16255	36171	15626	13100	17207	14076	9864	15479	16717	13229	25663	7834	5575	7853	15491	14295	11233
IMD4	155	345	296	111	105	126	124	138	167	134	139	184	721	556	569	141	163	105
IME1	124	209	40	162	105	36	110	188	41	164	158	106	1038	664	674	267	253	105
IME2	134	13	54	63	5	59	41	3	107	71	11	128	294	227	252	79	100	39
IMH1	294	242	10	135	102	46	485	200	18	170	114	69	732	477	576	127	138	81
IML2	534	161	106	234	135	20	192	116	23	283	156	89	736	587	623	217	206	68
IML3	206	221	158	173	135	132	329	91	158	238	165	113	762	503	605	183	202	91
IMO32	429	422	745	272	310	151	292	226	219	380	353	132	735	643	543	260	456	129
IMP1	0	0	0	0	0	0	0	0	0	0	0	0	17	9	4	2	0	0
INA1	40	12	68	18	17	6	4	22	19	17	13	35	146	82	101	36	37	20
INA17	514	494	828	268	277	329	279	445	207	349	304	493	1097	987	926	403	586	255
INA22	30	31	6	93	27	29	38	10	16	82	11	16	482	358	253	62	72	49
INM1	1	0	2	2	1	1	0	0	0	1	1	2	0	0	0	0	0	0
INM2	5	4	34	12	3	8	10	3	7	18	16	16	10	7	10	14	15	8
INO1	2045	845	1533	1499	922	991	1441	840	921	1678	1055	1342	2713	1784	1823	2075	1989	778
INO2	0	12	0	2	17	1	1	0	0	4	19	1	163	182	88	27	56	19
INO4	47	53	2	41	59	7	47	3	2	41	41	10	186	177	136	41	49	21
INP1	434	97	213	245	72	85	448	77	117	312	111	113	1363	1091	1011	359	293	141
INP2	0	109	240	1	140	55	0	63	50	0	73	61	475	387	385	102	92	36
INP51	1144	740	930	1765	1775	831	989	581	625	1959	1817	1731	5200	3784	4176	2057	1936	904
INP52	1544	577	1621	861	638	527	827	699	572	895	772	561	406	241	314	496	877	601
INP54	838	904	2067	532	544	578	760	473	606	528	573	648	900	666	594	598	749	356
IOC2	700	258	411	630	238	236	729	158	410	618	264	342	1915	1348	1479	609	457	328
IOC3	1428	1911	3012	1523	1965	1454	1230	2118	1313	1317	2428	2057	1532	1291	1236	1687	2837	1207
IOC4	123	72	94	43	87	36	112	87	42	116	51	78	291	271	168	53	38	31
IPI3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
IPK1	244	0	4	64	9	14	55	2	0	50	1	2	272	382	195	56	118	51
IPT1	327	394	258	370	254	98	735	293	127	421	219	157	837	670	629	362	376	143
IRA2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IRC11	51	35	15	59	11	23	16	8	34	68	26	64	320	171	146	72	69	27
IRC13	1	0	12	4	15	6	0	18	2	2	6	23	159	139	60	41	41	12
IRC16	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
IRC18	461	195	226	226	144	83	390	140	162	306	153	160	844	529	563	271	240	95
IRC19	0	1	0	2	0	0	0	0	0	0	0	0	64	78	23	0	24	0
IRC2	363	616	209	248	121	100	238	238	188	247	136	103	950	685	777	252	247	124
IRC20	463	148	57	216	151	44	277	166	16	301	180	58	852	594	675	220	242	115
IRC21	79	38	60	67	53	31	54	10	43	74	54	34	557	377	344	166	157	56
IRC22	144	438	185	103	300	131	121	323	192	157	297	181	1001	704	765	238	246	110
IRC23	40	11	58	37	14	10	55	6	10	33	22	16	182	150	110	40	42	29
IRC24	820	253	390	439	176	90	427	144	183	375	145	203	1012	862	710	197	249	126
IRC8	0	52	32	2	57	45	0	50	42	5	42	40	348	201	219	60	69	23
IRC9	1820	973	1743	1511	1075	828	917	573	779	1522	899	1410	1619	1012	1642	1690	1465	884
IRE1	440	674	1274	66	281	702	185	278	1044	149	272	988	1163	746	964	532	444	276
IRS4	65	115	1242	286	325	502	188	140	558	264	360	621	630	368	449	291	364	141
ISA2	0	0	0	0	2	0	0	0	0	3	0	0	32	46	19	6	3	0
ISC1	16	6	0	43	2	4	34	71	36	24	14	9	181	115	161	62	51	34
ISC10	764	398	948	668	413	279	589	317	266	854	335	422	2821	1990	1991	629	610	239
ISF1	447	255	126	60	135	168	342	60	135	110	152	154	716	517	418	186	170	113
ISN1	74	40	66	92	53	13	67	58	32	67	34	17	347	220	226	59	65	39
IST1	2606	3106	2798	2377	1912	1262	2422	1719	1498	2766	2045	2113	5124	3457	4234	3492	2806	1552
IST3	10	0	0	6	0	1	18	1	0	4	1	3	114	131	73	23	22	6
ISU1	515	193	1397	381	177	419	487	207	526	364	175	506	1143	700	799	452	284	149
ISW1	133	4	1	79	1	2	40	2	0	93	19	1	326	347	295	89	121	56
ISW2	142	22	7	200	16	10	102	50	3	211	30	23	660	588	618	129	151	73
ISY1	38	102	202	71	63	88	138	73	85	91	60	126	613	446	488	90	130	73
ITC1	2150	3101	4950	2210	4744	2387	1264	2106	2555	2164	4227	3932	3096	2251	2238	2470	3698	1348
ITR1	100	106	298	70	90	74	86	90	112	71	59	75	377	268	333	94	135	68
ITR2	24310	21092	40906	19947	15252	17520	17353	10856	16555	19994	14388	27630	11490	8652	12536	21543	18478	13998
ITT1	1092	2432	2711	645	1763	1304	671	1497	1170	739	1708	1682	1493	1119	1021	1353	2251	755
IVY1	1206	355	708	666	535	467	478	411	605	736	614	680	1357	868	1076	860	570	342
IXR1	0	2	0	0	20	10	0	8	1	1	6	56	174	191	108	37	50	8
IZH1	61	314	58	46	67	64	41	65	26	33	24	66	645	477	449	140	162	67
IZH3	82	89	173	303	221	31	105	85	37	343	211	114	487	449	400	154	186	71
IZH4	3090	1535	2930	1969	1615	1463	2165	1248	1760	2122	1549	2194	3744	2303	2942	2659	1852	1325
JEM1	291	229	323	127	119	35	63	196	9	144	135	25	528	399	385	144	131	60
JEN1	12969	14302	28559	12867	11106	14582	10004	6065	10319	14047	9983	26319	8620	6094	8912	13970	13853	10376
JHD1	0	2	2	2	0	0	6	2	6	2	10	0	2	4	0	0	4	0
JHD2	545	407	622	588	85	406	816	147	550	703	98	512	2926	2334	2205	791	692	269
JID1	21	2	10	81	12	14	111	19	93	72	6	42	330	270	217	43	50	43
JIP3	1726	1269	2160	1439	1304	1091	1120	923	1046	1488	1225	1413	1341	838	1156	1534	1395	909
JIP4	318	243	570	341	184	363	712	572	359	365	319	276	759	544	591	196	307	155
JJJ2	505	1056	1674	539	964	581	597	1117	683	491	927	834	594	467	488	588	1101	531
JJJ3	280	38	187	126	64	80	163	21	58	172	61	151	551	442	364	144	153	34
JLP1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
JLP2	168	199	189	46	278	71	116	109	72	61	262	84	511	337	430	131	143	65
JNM1	19	4	2	4	0	1	14	1	1	12	11	1	110	125	89	16	29	18
JSN1	280	753	1033	184	325	228	426	465	492	288	304	262	939	882	722	374	513	199
KAE1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
KAP120	20	4	15	28	26	38	68	10	11	54	21	29	414	343	364	94	97	41
KAP95	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
KAR4	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
KAR5	1133	516	1068	361	443	352	567	405	637	372	381	615	1716	1103	1241	771	539	331
KAR9	73	22	143	92	66	39	88	57	190	112	55	78	832	582	559	159	167	68
KCC4	46	35	64	6	21	29	70	15	37	17	34	44	275	195	215	71	66	50
KCH1	322	173	530	230	131	271	247	57	283	342	105	271	836	677	624	295	299	148
KCS1	27	0	2	33	5	14	34	0	0	26	0	26	127	181	116	79	133	31
KDX1	50	136	146	99	75	51	136	75	225	82	68	128	463	299	357	113	113	74
KEG1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0
KEL1	432	143	1101	162	114	113	169	137	192	230	67	240	699	361	509	324	248	142
KEL2	28810	48052	150637	25312	33218	64943	35171	40662	71288	28651	34495	108526	4403	3308	5932	13134	16229	15636
KEL3	131	281	265	446	418	214	217	85	88	445	386	509	1750	1179	1435	736	673	326
KES1	695	726	1410	734	856	891	701	439	969	846	651	1188	1413	1009	951	1018	1090	548
KGD1	26	20	57	717	499	346	7	2	4	608	431	943	608	366	431	604	600	360
KGD2	2	0	0	44	0	0	2	2	0	40	0	0	78	116	87	10	24	6
KHA1	0	0	0	14	14	4	6	0	0	20	23	31	465	378	354	117	124	56
KIN1	151	402	451	272	223	158	167	316	312	291	176	254	1238	965	868	231	384	135
KIN2	271	248	270	384	114	17	231	84	34	391	144	28	931	698	690	210	199	88
KIN3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
KIN4	97	103	165	113	130	55	121	197	20	130	114	98	319	228	223	59	82	20
KIP2	191	142	479	222	179	171	284	211	103	309	127	263	805	636	647	228	265	95
KIP3	167	35	54	96	31	49	131	17	79	111	34	120	274	225	219	81	71	38
KKQ8	230	220	331	156	180	78	287	116	121	168	153	205	563	354	310	240	191	73
KNH1	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0
KNS1	92	1461	121	291	814	352	177	1020	486	239	805	351	519	714	280	412	1536	323
KRE1	0	6	0	0	14	4	0	0	2	2	5	0	212	163	142	43	49	31
KRE2	1480	658	1338	793	627	425	1093	658	637	1017	639	544	3829	2805	2864	1114	1012	527
KRI1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
KSP1	21	32	2	31	22	18	38	13	7	28	40	8	69	100	49	47	107	24
KSS1	450	341	563	295	659	396	241	334	509	268	475	632	429	351	280	418	977	345
KTD1	962	18	136	289	54	89	366	17	134	381	37	149	859	751	614	184	182	83
KTI11	1	1	1	2	4	1	1	0	0	6	0	2	139	248	108	20	63	14
KTI12	0	0	0	6	10	8	24	38	6	17	3	9	125	124	50	22	36	16
KTR1	102	98	105	42	123	198	33	127	43	81	320	71	181	135	124	92	146	40
KTR2	1894	1749	2360	1386	1273	777	1299	1334	701	1314	1307	1662	2734	1810	2034	1884	1822	933
KTR3	1165	659	241	333	234	87	327	148	181	287	311	155	796	591	590	225	285	68
KTR4	2565	2493	4004	1091	1021	1103	2033	794	1186	1343	1140	1563	2936	1635	2201	1542	1114	596
KTR5	20	75	79	49	105	20	68	48	7	89	58	15	501	342	415	118	126	50
KTR7	483	267	477	329	263	295	386	446	412	345	261	285	1746	1464	1446	451	399	168
LAA1	498	367	507	321	192	207	764	148	212	479	284	280	2529	2211	2601	648	810	322
LAC1	564	636	1034	490	580	491	425	395	486	537	578	721	943	642	623	554	485	276
LAF1	1252	635	477	452	427	191	349	598	262	435	412	286	1753	1351	1535	533	510	286
LAG1	1756	3715	3263	1122	2952	1835	1315	2320	1983	1293	2818	2095	1412	1187	918	1741	3492	1222
LAG2	2169	5897	6307	1810	4963	3185	2113	4139	3742	1867	4784	4650	1931	2013	1418	2201	5364	1926
LAM1	72	117	413	5	171	21	1	378	35	3	274	48	222	127	213	131	128	101
LAM4	1114	1516	2936	812	1264	926	797	905	1335	911	1298	1867	777	545	522	801	1019	602
LAM5	54	40	74	41	54	10	90	23	24	51	49	12	303	229	192	72	78	27
LAM6	436	154	291	210	257	178	368	170	125	247	188	176	1025	739	847	414	351	161
LAP2	246	390	707	559	556	385	365	596	410	527	551	559	1020	675	860	964	814	538
LAS21	17	49	31	12	23	0	19	50	6	24	18	2	77	72	35	26	74	20
LAT1	61	102	16	33	92	60	0	26	77	23	100	75	295	225	202	69	101	62
LCB3	3234	3505	5837	3663	3421	3288	2509	1758	2430	3741	2871	5930	4245	2589	3907	5836	5077	4076
LCB4	376	987	1223	739	1117	726	433	635	653	619	894	1111	405	352	284	418	622	407
LCB5	0	4	0	0	0	0	0	0	0	1	3	0	4	12	0	0	0	0
LCL2	1262	1418	1719	1303	1532	657	1308	1187	665	1341	1687	1594	1767	1160	1394	1773	1883	1391
LCP5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LDB16	701	88	167	141	128	118	324	41	165	229	107	128	424	375	391	172	156	71
LDB18	2	0	0	115	1	0	13	2	0	108	0	1	196	221	161	27	44	13
LDH1	312	399	103	169	275	139	164	296	94	181	328	213	1152	897	837	290	255	113
LDO16	718	278	642	188	147	164	412	152	260	257	128	282	616	446	452	207	199	79
LDO45	120	57	148	174	40	72	64	12	56	124	30	124	399	273	238	62	92	39
LDS1	539	672	925	1009	728	442	704	527	379	899	807	504	1158	673	939	1241	768	439
LDS2	29	2	51	19	15	13	15	7	14	28	10	14	178	133	115	18	27	10
LEA1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LEC1	243	221	293	266	308	419	127	129	107	510	495	439	740	642	592	367	655	359
LEU3	0	72	210	14	45	108	33	1	101	24	53	175	748	569	546	149	177	110
LEU4	10172	10717	27333	8700	10823	10312	8023	12239	13364	7602	10530	19792	5537	3211	4657	5953	6408	4937
LEU9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
LHP1	40	23	186	82	96	53	25	48	73	90	72	65	761	498	525	160	159	55
LIA1	119	18	182	84	12	44	115	27	55	102	60	64	651	544	515	205	173	101
LIH1	3900	1669	2697	1540	1013	1207	3278	851	1210	2228	1113	1585	4995	2957	4042	2328	1737	1068
LIN1	771	1100	1704	508	1099	674	592	716	684	561	1181	1055	1459	993	925	1058	1284	546
LIP2	1	4	2	0	26	0	0	1	0	0	29	2	371	312	261	87	58	38
LMO1	3196	8786	5032	1654	4978	2164	2917	6800	2889	2229	5743	2553	628	634	404	1904	6100	1545
LOC1	0	0	0	0	0	0	0	0	0	0	0	0	0	29	2	0	8	0
LOG1	1	170	217	20	123	80	11	94	36	32	89	88	398	319	272	95	86	47
LOH1	116	73	195	183	62	98	70	31	114	164	59	174	441	362	358	171	164	88
LOS1	856	744	2017	473	460	853	1149	712	733	617	506	988	2381	1795	1811	1163	1012	449
LOT5	43	55	17	291	342	182	191	35	33	383	351	435	1421	868	994	346	374	169
LOT6	566	229	439	567	237	249	665	160	269	646	185	445	1758	1173	1185	413	364	218
LPD1	6	44	38	41	28	21	15	46	9	51	26	51	168	196	104	56	24	10
LPL1	72	103	192	88	126	64	93	221	103	95	170	126	713	513	480	172	130	67
LPP1	171	80	224	77	53	98	64	32	99	77	31	162	390	320	339	125	124	57
LPX1	259	2	37	112	17	19	191	0	13	137	5	41	388	317	327	80	95	22
LPX2	241	351	878	285	174	213	186	446	275	245	212	429	786	742	555	305	491	218
LRE1	2	4	5	3	3	3	8	3	3	4	3	8	9	1	5	2	3	2
