name	pd1	pd2	pd3	pg1	pg2	pg3	rd1	rd2	rd3	rg1	rg2	rg3	yd1	yd2	yd3	yg1	yg2	yg3
AAC1	385	520	529	393	510	284	585	301	396	533	524	478	2935	1995	2352	831	752	440
AAC3	13	27	17	798	588	217	12	7	12	675	578	541	1029	789	981	681	694	257
AAD3	79	76	184	62	68	50	79	56	66	36	63	93	123	119	90	61	118	54
AAD4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD6	616	71	726	209	170	223	306	131	154	262	170	292	1090	802	689	242	250	73
AAH1	3353	3848	8380	3400	3310	3962	2896	2790	4061	3623	3129	6050	2654	1794	2799	4420	3553	3341
AAN1	1	56	10	19	43	15	63	44	2	18	47	18	173	211	120	22	52	15
AAP1	1165	1151	1227	381	1034	523	445	848	631	503	947	612	587	722	466	461	1474	409
AAT1	749	222	798	432	237	211	653	130	256	512	255	273	1320	1003	1092	368	409	256
AAT2	0	4	1	8	19	0	11	5	0	14	36	0	61	63	32	11	32	2
ABP1	93	149	97	208	67	57	378	192	96	223	110	89	606	556	504	202	224	79
ABP140	258	80	68	137	101	176	172	94	264	149	77	190	563	469	461	146	134	71
ABZ1	3575	10677	13700	2911	8813	6221	3680	8610	7403	3213	9123	9145	5007	4298	3146	4713	10706	4231
ABZ2	0	0	0	2	0	0	0	0	0	4	0	0	2	0	2	0	0	2
ACA1	510	212	279	126	113	66	141	214	107	198	111	134	597	514	578	179	155	58
ACB1	305	249	341	143	432	86	235	523	160	235	300	210	776	727	584	215	199	108
ACF2	215	200	106	273	86	63	362	50	13	303	135	96	610	575	505	111	151	54
ACF4	17256	16641	60719	12996	13924	30229	15132	14810	31129	13801	15022	48371	3836	2995	5117	6824	7565	8544
ACK1	50	94	197	82	126	91	136	171	260	117	188	191	811	767	676	225	282	95
ACL4	6	93	12	163	175	14	176	133	12	132	100	7	341	259	249	96	80	42
ACM1	288	413	417	222	279	265	164	328	248	197	279	245	1441	941	934	458	322	134
ACO2	0	24	301	15	20	72	13	10	62	39	17	143	316	201	178	47	44	31
ACS1	188	707	1868	274	642	688	314	545	749	326	528	640	1028	1033	771	593	1164	338
ADA2	0	0	0	0	0	0	0	0	0	0	0	0	3	36	0	0	12	0
ADD37	0	0	0	0	0	0	1	0	0	0	0	0	10	12	4	2	4	0
ADD66	522	485	903	821	665	319	589	439	224	644	529	600	1355	940	1196	1051	919	556
ADE1	0	0	0	0	0	0	0	0	0	0	0	0	19	6	17	8	8	2
ADE16	5571	7557	16168	5380	6571	6335	4496	4665	6245	5908	6339	11598	2584	1762	2029	7598	8190	6746
ADE17	23770	21151	44780	22329	15149	16992	18241	8427	16359	24096	14011	28914	10314	7376	10809	21983	19300	14086
ADE3	0	0	327	0	0	0	0	0	0	0	0	11	14	6	9	6	2	10
ADE4	4	0	0	0	0	0	4	0	0	0	0	0	0	8	0	2	2	0
ADE6	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	0
ADH2	179	7	158	104	60	35	46	34	34	78	81	82	506	352	328	102	55	47
ADH4	170	31	2	169	44	0	24	6	2	194	82	1	559	523	539	116	181	69
ADH5	42	351	328	32	156	46	28	236	63	35	159	29	681	425	453	148	162	62
ADH6	267	551	852	266	312	202	285	159	157	356	190	276	2149	1530	1376	433	402	205
ADI1	252	257	671	167	149	122	196	128	211	148	227	236	853	711	629	181	209	91
ADK1	0	0	0	0	0	0	0	0	0	0	0	0	8	6	10	4	4	2
ADK2	1777	758	859	295	600	302	419	1094	358	408	604	345	3537	2904	2746	766	854	361
ADP1	0	27	0	0	26	9	0	2	0	4	30	2	310	130	191	45	63	22
ADR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ADY2	234	146	488	114	223	125	94	80	109	113	184	165	485	451	438	326	384	140
ADY3	320	159	366	139	229	148	121	209	311	188	220	171	1654	1375	1420	431	428	172
ADY4	494	164	377	102	155	93	51	365	78	53	134	86	824	717	686	253	231	108
AEP1	0	0	2	8	10	0	0	0	0	9	15	0	99	126	50	13	26	8
AFB1	31	41	72	100	77	48	64	29	44	108	60	45	493	388	395	118	89	58
AFG1	113	147	137	234	172	71	202	197	136	267	160	118	1045	880	838	256	282	126
AFG3	0	1	0	0	1	0	0	0	0	0	0	0	4	6	0	0	0	0
AFI1	54	50	106	70	79	45	88	80	71	71	58	105	130	66	108	64	82	83
AFR1	218	91	73	82	38	93	169	99	111	159	51	75	793	599	609	180	233	90
AFT2	2	2	0	1	2	1	0	0	0	0	0	1	0	1	2	1	0	1
AGC1	11	28	102	12	42	13	11	26	25	6	38	58	65	26	24	41	59	42
AGE1	525	303	487	380	149	147	391	133	133	327	148	254	1388	999	1045	305	301	140
AGE2	83	79	87	2290	2027	752	40	49	17	2003	2000	1896	1638	1174	1360	1760	1631	861
AGP2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
AGP3	46	51	101	57	14	28	57	24	50	49	21	49	378	255	218	75	94	27
AGX1	393	692	959	284	709	424	507	524	588	361	532	588	504	480	388	424	847	357
AHA1	38	6	330	29	19	57	14	0	80	41	8	55	319	235	268	61	62	47
AHC1	1316	629	658	1167	832	566	943	418	414	1155	833	841	935	574	771	1073	937	591
AHC2	2	0	1	0	1	0	0	0	1	0	0	0	2	3	1	0	1	0
AHP1	333	152	529	295	256	201	286	132	167	281	196	240	1373	908	970	289	414	260
AHT1	385	744	1537	523	565	470	505	819	532	488	698	951	894	677	737	744	811	411
AIF1	63	6	21	38	5	8	39	46	14	41	38	8	130	116	111	24	31	21
AIM11	1	0	12	0	5	7	1	9	52	3	9	6	151	189	153	36	55	21
AIM14	666	746	902	570	477	321	560	584	405	585	520	357	2500	2137	2098	461	616	245
AIM17	1043	1086	1127	830	983	492	1316	675	703	997	841	949	2111	1514	1470	1392	1363	562
AIM18	8	9	16	75	39	36	22	4	17	72	45	58	426	322	314	100	86	32
AIM19	1928	2623	2949	1214	1613	1401	1603	1735	1997	1329	1970	1923	1955	1665	1482	1302	2266	1200
AIM2	2	0	2	5	2	0	0	0	2	0	2	4	7	4	0	2	2	0
AIM20	3044	1082	1396	1170	675	668	1224	629	775	1394	763	745	6051	4687	4213	1474	1506	699
AIM21	174	86	176	250	49	78	141	29	115	250	58	66	741	548	534	181	154	56
AIM24	110	40	59	20	27	34	30	26	74	44	31	36	311	283	225	58	52	40
AIM25	1290	661	520	797	550	321	865	880	401	870	480	305	1725	1199	1250	971	956	393
AIM26	101	111	84	82	129	17	21	45	70	133	114	24	486	332	307	217	148	73
AIM29	0	4	1	6	2	9	1	5	0	3	1	72	126	204	91	22	33	30
AIM32	6732	8629	18200	5967	5967	7454	4983	4191	7614	6600	5994	12615	3848	2904	3992	8186	6710	5165
AIM33	275	512	510	288	270	98	307	198	159	212	221	179	1328	924	981	382	251	146
AIM36	15	9	4	29	25	0	16	12	2	29	39	5	198	171	152	35	31	24
AIM39	2488	1995	3002	2221	1746	1171	1891	1169	1816	2105	1537	2297	1931	1168	1328	2341	1958	1172
AIM4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AIM41	43	56	80	1297	1159	473	28	11	32	1176	1070	898	1792	1426	1463	1171	1110	519
AIM46	369	511	773	718	973	736	334	664	614	752	920	1140	1283	932	957	974	1359	658
AIM7	1	0	1	0	2	0	1	0	0	1	1	0	1	1	1	0	2	0
AIM9	28	24	20	828	657	223	33	20	15	682	572	448	850	619	816	568	619	241
AIP1	8169	6599	19567	23985	18723	22789	5079	4002	6997	20218	15991	56705	5553	3611	6806	14699	14779	22472
AIP5	941	304	556	409	292	64	369	206	109	446	173	66	1404	985	1075	268	270	181
AIR1	679	479	671	453	299	250	592	345	332	458	239	442	901	727	619	280	301	112
AIT1	17	74	69	52	65	50	39	103	59	30	72	66	458	287	311	96	118	29
AKL1	154	201	1	48	39	0	137	39	1	69	19	0	132	104	87	20	49	18
AKR2	161	137	117	104	68	51	86	106	184	103	82	98	527	318	330	116	76	54
ALB1	112	33	76	125	34	20	175	1	6	96	12	14	290	238	243	58	76	44
ALD2	139	266	42	89	86	57	73	86	49	165	86	170	650	491	537	146	133	68
ALD3	63	121	216	99	48	81	168	125	192	117	57	139	482	448	373	139	117	75
ALD4	519	104	94	191	41	24	203	8	26	334	24	59	645	572	564	162	178	68
ALD5	327	110	174	754	945	284	286	127	76	785	893	437	1252	1006	1015	665	782	313
ALF1	3	3	4	69	57	27	1	1	1	104	84	9	532	477	338	152	324	87
ALG12	2385	1168	1230	477	290	347	996	1320	455	570	329	571	1039	683	745	415	366	147
ALG6	3	2	10	8	0	2	2	2	6	0	2	3	16	14	14	2	6	0
ALG7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ALK1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ALO1	588	693	1028	483	530	466	485	647	486	634	654	598	622	442	458	483	973	376
ALP1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0
ALR1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ALR2	385	287	417	275	173	288	265	210	222	346	198	322	865	600	629	219	185	129
ALT1	626	288	1330	537	346	495	533	234	489	592	378	668	1701	1303	1302	917	744	408
ALT2	37	33	118	13	35	20	33	51	46	6	30	51	38	44	18	25	64	33
ALY1	1969	852	1606	1223	505	675	1661	718	924	1525	526	1013	2124	1155	1703	1108	893	484
ALY2	355	199	147	350	249	196	237	121	138	393	197	295	525	371	445	242	230	116
AMD1	43	50	285	33	56	34	40	51	80	43	51	76	82	59	59	61	124	113
AMD2	1200	3724	3105	812	2635	1154	1014	2521	1907	823	2639	1680	1388	1325	1070	1409	3370	1267
AMF1	3383	5431	4592	1719	4024	2301	2068	3488	2073	1896	3990	3089	2363	2269	1611	2170	4924	1712
AMN1	170	114	52	134	79	41	111	105	29	138	102	63	469	367	353	110	83	51
AMS1	31	68	101	58	49	36	40	78	77	71	39	75	408	285	245	76	85	45
ANR2	1893	2926	4165	1508	2375	1763	1731	1736	2174	1646	2327	2803	1901	1782	1231	1520	4066	1274
ANS1	29	289	25	113	148	95	44	258	202	96	141	194	404	367	259	65	97	44
ANY1	537	206	56	383	209	114	310	144	134	483	219	170	1256	748	885	334	406	159
APA1	1533	1216	1084	1510	1044	847	1609	796	463	1697	885	1374	1681	925	1345	1516	1111	491
APA2	95	69	291	148	82	64	99	2	44	179	47	86	760	599	579	141	135	76
APC9	1574	170	1196	486	218	343	725	195	391	698	201	495	2067	1541	1743	485	530	246
APD1	334	291	492	255	201	129	445	199	200	262	201	215	1199	740	888	368	271	177
APE1	56	5	72	32	22	9	50	26	33	20	19	20	201	131	126	34	50	38
APE2	342	14	104	54	20	88	89	7	155	53	10	90	579	509	410	126	142	87
APE3	444	1130	857	667	745	592	840	619	653	932	799	569	640	572	564	984	1194	419
APE4	2345	1917	3550	2210	1890	1815	1955	1687	1610	2283	1884	2391	1857	1265	1560	2004	2035	840
APJ1	122	203	42	90	118	50	15	82	16	61	111	80	269	368	152	101	110	52
APL1	298	365	295	223	62	98	403	88	178	207	88	170	588	589	615	149	182	78
APL2	72	85	145	1367	1376	1015	29	23	44	1386	1120	2559	1493	987	1496	1474	1272	782
APL4	937	3590	3016	531	4182	2065	354	1162	1962	582	3576	3347	984	1058	759	953	3690	1330
APL5	114	43	117	100	64	96	54	47	124	177	39	67	845	615	650	125	191	89
APL6	236	51	362	123	128	125	51	47	188	156	77	105	947	781	626	254	343	109
APM2	4792	3678	9412	4617	3116	4508	3537	2523	3860	4951	3159	8547	3055	2033	3066	4502	4287	3185
APM3	52	0	7	14	1	22	24	0	20	15	0	9	295	200	175	35	74	20
APM4	2	0	0	1	2	0	0	0	0	0	3	0	0	0	0	0	1	0
APN1	643	1442	1645	499	1109	592	567	729	525	521	1119	924	767	614	593	650	1180	475
APP1	31	1	101	36	11	13	30	0	43	34	25	18	204	136	116	56	42	41
APQ12	58	201	186	148	147	333	82	278	493	153	146	578	1535	1655	1559	1066	1588	707
APS1	81	131	360	192	266	168	77	80	139	176	195	284	823	588	566	264	252	129
APS2	131	138	15	75	99	23	57	214	3	94	108	70	415	344	324	135	129	32
APS3	178	22	7	38	16	14	42	26	0	27	29	6	289	257	252	84	55	31
APT1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
APT2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
AQR1	545	2389	1815	761	1400	1296	940	1260	1201	731	1437	1266	777	812	639	921	1817	694
AQY2	571	87	283	380	178	100	421	93	105	575	172	188	1577	1070	1090	278	254	153
AQY3	148	101	59	28	124	95	31	62	38	67	163	125	781	600	556	159	158	93
ARA2	160	200	207	139	116	92	75	20	96	162	96	85	752	571	622	217	211	90
ARC1	0	0	0	1	0	0	0	0	0	1	0	0	2	21	6	1	2	6
ARD1	0	2	2	0	0	0	0	1	1	0	2	4	25	21	14	22	41	8
ARE1	297	139	151	98	105	52	128	57	62	115	89	53	496	393	401	143	124	43
ARE2	321	435	628	268	454	285	276	336	256	303	434	433	261	197	289	447	392	297
ARF1	1	0	0	0	61	6	0	1	16	3	30	0	342	485	287	150	173	59
ARF3	204	108	331	224	66	37	600	14	35	346	83	89	1046	784	796	229	187	112
ARG1	386	303	247	178	239	176	301	533	228	205	194	212	972	817	673	256	249	121
ARG2	173	62	290	48	126	92	125	51	47	77	81	107	604	370	528	150	239	74
ARG3	119	119	79	166	57	75	134	66	66	236	51	101	588	458	494	167	179	65
ARG4	249	1065	1757	394	720	714	204	861	814	309	808	797	537	452	322	476	1090	330
ARG56	106	161	165	234	83	98	160	56	74	203	119	106	538	304	402	220	141	101
ARG7	2	0	0	2	0	0	1	0	0	0	2	2	2	0	2	2	0	0
ARG80	39	29	18	49	55	9	74	24	5	48	30	31	292	205	271	60	77	22
ARG81	5	11	0	0	41	0	4	17	0	4	14	1	76	51	38	6	12	21
ARH1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ARI1	277	587	388	263	427	134	222	475	270	329	375	275	1406	1134	1108	389	346	197
ARK1	39	69	167	27	66	67	47	85	82	34	81	157	437	331	281	94	86	34
ARL1	43	74	50	75	72	34	55	27	18	97	74	64	399	198	292	175	152	67
ARN1	3151	1858	7162	2754	1692	2368	2345	1257	2167	2927	1738	4792	1848	1392	1827	2550	2356	2152
ARN2	6215	5295	14037	6293	4459	6869	4786	3230	5609	6631	4197	11216	4318	3353	4404	5860	5467	4572
ARO1	0	0	0	0	0	0	0	0	0	0	1	0	13	11	6	8	3	4
ARO10	305	287	281	129	175	39	83	157	43	182	183	98	913	686	703	189	197	94
ARO2	77	29	11	50	39	17	40	25	42	38	39	27	155	150	122	113	80	64
ARO3	510	127	672	130	49	63	142	57	112	162	31	136	1040	914	804	232	261	99
ARO7	2862	3669	7292	2933	2976	3034	2256	2514	3340	3146	3156	4875	1929	1607	1989	3577	3599	2121
ARO80	279	519	788	272	409	267	391	324	387	342	476	339	1205	884	927	499	419	219
ARO9	72	10	137	5	19	26	15	0	15	6	21	62	77	69	82	46	38	26
ARP1	140	67	29	42	30	22	34	8	0	132	25	101	200	191	138	32	56	13
ARP5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ARP6	2	0	0	2	3	0	7	12	6	1	2	0	149	132	113	37	74	28
ARP8	0	0	2	0	4	0	0	0	1	1	0	1	51	199	52	12	50	6
ART10	918	1823	2809	985	1169	1104	1541	1458	1461	1061	1157	1610	1309	985	1006	1233	1753	808
ARX1	0	0	38	0	8	0	1	0	2	2	4	1	126	339	153	33	62	20
ASE1	268	15	0	148	83	17	236	45	5	190	48	35	552	426	461	180	199	84
ASF1	0	0	0	0	0	1	0	0	0	0	0	0	27	54	21	6	8	0
ASF2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0
ASG1	63	154	162	121	164	94	118	123	115	148	102	107	874	537	549	187	138	110
ASG7	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	4	0	0
ASH1	56	0	106	121	6	22	65	37	14	159	20	40	625	347	355	119	89	53
ASI1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
ASI2	10945	10714	22112	9999	8253	9746	8201	6441	9282	10668	8403	15940	6094	4557	6179	10902	10495	8030
ASI3	654	354	71	215	134	90	188	127	145	275	148	153	1234	874	874	289	302	120
ASK10	184	35	95	62	37	35	61	30	35	85	47	85	390	301	308	67	85	47
ASN2	1356	1860	2927	1330	1301	1420	1641	1107	1613	1313	1448	1999	2096	1163	1421	1787	1706	848
ASP1	6	4	13	197	130	74	3	2	2	181	141	149	351	226	288	170	194	105
ASR1	182	9	559	87	10	36	39	20	45	88	21	66	275	187	203	53	74	26
AST2	88	94	332	173	100	92	329	69	100	254	89	167	902	632	633	313	273	120
ATC1	154	35	107	151	53	62	165	51	136	157	55	35	327	286	307	178	226	48
ATF1	297	132	149	335	158	107	319	60	194	413	165	176	900	796	699	219	234	106
ATF2	53	45	114	90	94	126	12	74	46	85	69	194	343	248	310	119	107	64
ATG1	200	427	893	283	420	403	344	390	320	379	374	431	1061	931	726	369	662	244
ATG10	206	223	352	306	108	228	434	91	252	389	150	234	1832	1534	1403	346	395	155
ATG11	0	0	0	0	0	2	0	0	0	1	0	0	6	15	6	2	2	2
ATG12	242	244	226	168	139	59	351	77	118	306	145	100	1008	755	808	220	216	69
ATG14	205	1358	1732	325	543	492	332	653	555	409	748	635	622	681	445	297	818	183
ATG15	1363	1870	587	384	786	442	339	1410	225	509	864	236	1031	862	583	734	1258	382
ATG16	2369	1941	3398	1904	1220	2225	2199	1315	1962	2518	1550	2051	4618	2640	3554	2684	2026	1196
ATG18	400	641	1531	458	485	704	890	422	950	560	471	869	2317	1401	1813	961	869	504
ATG19	207	602	423	233	185	112	281	159	139	211	270	177	1067	838	799	433	252	148
ATG20	0	0	0	51	0	2	0	1	0	86	1	0	51	92	23	11	4	4
ATG21	1237	1403	1313	407	855	454	750	1053	649	709	693	675	2876	1950	1529	1055	1249	471
ATG23	379	1151	1097	215	695	539	527	999	618	284	839	504	896	1165	631	655	1191	303
ATG26	68	611	618	72	298	196	164	158	251	95	247	311	268	198	226	167	331	109
ATG27	321	116	15	35	57	32	27	57	8	22	70	28	538	381	325	117	120	38
ATG29	675	54	87	423	86	73	691	82	73	588	72	52	929	840	762	220	284	103
ATG3	30	173	121	125	129	110	175	149	74	138	112	123	649	416	429	82	119	30
ATG31	687	129	248	224	184	47	397	321	77	233	119	103	896	686	647	209	167	73
ATG32	466	317	757	276	146	178	353	79	231	413	156	336	796	767	666	433	376	195
ATG33	1494	1265	1930	1327	1044	1124	1486	987	1074	1545	988	1397	3285	1704	2375	2072	1793	1000
ATG34	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ATG36	2465	2063	3868	2368	2892	2418	2085	1547	1880	2425	2618	3266	2497	2012	1973	2060	2833	1481
ATG38	1614	132	982	782	199	409	1398	198	485	1032	167	382	1498	1017	1248	739	578	361
ATG39	595	818	2001	314	379	545	505	612	364	457	448	504	1270	894	980	576	449	287
ATG40	219	130	294	138	33	56	187	112	83	167	57	66	559	442	440	136	117	73
ATG41	3	2	6	2	0	0	6	3	0	3	8	12	39	14	20	9	6	3
ATG42	624	193	171	269	122	139	496	276	170	334	89	164	676	494	570	135	204	78
ATG5	1096	1532	2227	372	1066	793	593	1643	1119	504	1248	1130	1036	745	629	727	1849	667
ATG7	1616	852	1633	1199	735	572	1316	505	595	1300	764	802	1469	764	1351	1333	821	517
ATG8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ATG9	57	416	116	64	172	42	45	195	90	76	101	89	678	538	491	140	203	75
ATH1	13	10	33	14	14	6	32	18	23	14	11	10	61	32	28	17	35	13
ATM1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ATO2	92	104	395	42	150	137	17	24	85	45	67	213	339	270	323	91	65	57
ATO3	0	0	0	0	0	0	2	0	0	0	0	0	2	4	0	0	2	0
ATP10	0	6	0	0	25	1	0	0	0	0	8	0	26	21	16	2	2	8
ATP15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP18	0	2	4	0	6	32	1	2	30	2	9	10	150	187	129	41	34	9
ATP19	1671	924	683	939	512	321	1344	1111	370	1278	748	461	4190	2984	3241	1194	1109	445
ATP20	5	13	3	28	55	26	2	27	7	31	27	3	179	239	134	36	76	22
ATP22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ATP23	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0
ATP25	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	2	0
ATR1	3	51	0	6	36	8	10	9	9	34	32	41	283	207	180	59	55	20
ATR2	34	102	110	55	120	75	72	165	106	81	95	117	483	350	383	114	118	69
ATS1	6	182	8	18	86	41	2	0	7	34	39	73	241	290	160	184	345	107
ATX1	6	4	4	14	14	7	7	4	0	6	11	13	107	108	83	35	23	25
ATX2	145	32	93	34	32	14	32	72	33	59	25	32	206	174	173	50	73	34
AUS1	727	223	70	208	195	39	95	73	83	245	186	32	527	503	382	121	174	61
AVL9	0	0	0	0	0	0	0	0	2	0	0	6	20	11	2	0	0	6
AVO2	241	95	248	219	131	70	134	83	65	199	184	216	384	293	252	237	232	186
AVT1	74	222	237	70	169	122	53	102	172	77	140	124	698	510	447	161	161	59
AVT2	133	79	67	82	69	35	66	63	20	81	47	40	565	413	323	92	104	44
AVT4	2118	949	1947	2038	1099	932	1667	427	1073	1975	1151	1504	1780	1055	1548	1939	1482	772
AVT6	377	436	237	248	230	71	278	168	144	342	249	151	1160	868	916	300	327	149
AVT7	424	543	1193	368	301	201	599	449	325	548	385	276	1225	933	1066	515	523	193
AXL2	1172	133	510	300	64	174	706	69	344	335	72	228	747	559	603	296	289	103
AYR1	1501	1704	2163	1697	1744	1241	1276	1191	1258	1711	1385	2358	750	618	809	1541	1350	813
AYT1	437	177	766	264	94	311	259	110	321	298	91	448	1634	1328	1203	335	367	192
AZF1	1150	2260	3595	635	1646	1713	726	1475	1829	727	1537	2173	1055	975	813	980	2232	808
BAG7	324	251	332	336	261	320	248	185	246	339	295	375	467	283	412	554	361	190
BAP2	319	382	586	304	281	280	369	247	359	324	297	230	1365	981	972	406	366	148
BAP3	61	9	181	180	62	92	190	1	147	202	21	179	902	609	619	222	214	97
BAT2	554	275	640	339	194	208	524	128	105	369	254	269	1151	914	917	287	308	109
BBC1	52	0	132	27	2	31	27	0	45	64	1	56	352	347	294	54	91	45
BCD1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
BCH1	747	276	196	252	291	142	366	118	127	341	191	239	1815	1306	1263	556	468	246
BCH2	0	0	0	0	18	1	2	0	0	1	17	0	197	130	80	76	79	14
BCK1	50	137	300	84	56	65	90	22	42	73	60	114	549	397	395	145	173	83
BCS1	0	0	0	0	0	0	0	0	0	0	0	0	20	8	7	0	0	4
BDF2	83	102	55	37	124	7	55	54	0	58	71	9	267	224	219	59	92	52
BDH1	5188	7520	9232	3595	4490	4672	2981	3728	4027	3683	4625	5900	5686	3951	4260	4886	5789	2458
BDH2	69879	68527	308623	58542	54911	154316	68499	52664	150942	67282	56800	272813	16064	11751	19586	29546	33967	38165
BEM1	3	0	0	108	0	0	2	0	0	95	0	0	24	55	24	11	7	0
BEM2	1084	2465	3612	749	1703	1990	1027	1480	2234	939	1639	2765	3066	2736	2309	2220	5677	2278
BEM4	1	0	1	8	2	4	0	0	0	3	1	17	232	289	194	56	88	18
BER1	749	555	429	367	219	241	487	149	214	365	323	375	972	792	923	681	718	393
BET1	68	116	76	2083	2048	370	73	30	9	2336	1960	1049	2270	1665	2043	1422	1286	566
BFA1	605	509	414	212	256	100	508	575	205	260	242	271	709	491	449	203	166	73
BGL2	15	74	153	41	79	64	37	48	60	66	96	166	622	485	429	156	157	92
BIK1	0	0	1	0	1	0	0	0	0	0	0	0	83	92	54	19	36	9
BIM1	460	742	1462	1067	878	669	473	188	548	874	725	858	2079	1670	1739	2362	2994	959
BIO2	635	334	204	284	231	116	335	284	100	326	213	160	1857	1414	1236	406	403	197
BIO3	766	546	332	348	267	247	934	380	206	468	389	355	1837	1523	1475	446	448	155
BIO4	2679	3001	3846	1251	2643	1508	1391	1626	1691	1419	2704	1977	2237	1995	1564	1604	3470	1289
BIO5	1685	1257	1711	2371	1779	1278	1530	970	1077	1919	1536	2126	2436	1647	2366	2607	2246	1453
BIT2	334	153	171	377	147	136	351	344	146	349	208	187	1306	911	981	205	231	101
BIT61	119	17	177	89	37	55	205	59	19	99	61	112	390	290	366	120	146	60
BLI1	678	13	231	48	19	47	105	46	41	70	10	56	368	300	257	44	81	44
BLM10	312	261	282	230	127	51	228	219	152	202	156	169	722	475	547	332	323	149
BLS1	191	221	392	174	130	105	172	129	166	219	125	141	659	469	440	163	136	60
BMH1	454	1026	1839	801	1566	1165	687	605	696	907	1511	1801	3846	3320	2490	1756	1980	808
BMH2	40	26	35	29	1	24	33	10	35	17	31	34	216	202	198	57	43	16
BMT2	1282	1146	726	1293	1150	696	1073	652	485	1508	1303	836	1927	1161	1228	927	951	418
BMT5	245	277	130	203	143	77	266	143	140	269	131	98	912	631	623	163	186	90
BMT6	46	101	102	32	136	34	26	145	72	56	83	75	618	426	427	143	150	63
BNA1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
BNA2	276	132	38	151	228	70	72	119	37	125	229	147	548	432	472	180	144	47
BNA3	6	78	12	53	37	8	40	42	1	33	47	14	402	283	280	87	122	71
BNA4	128	83	104	15	56	47	35	52	65	65	52	141	213	187	208	75	47	25
BNA5	2374	2388	4767	2061	2128	2081	2096	1553	2399	2253	2047	3193	1239	1010	1368	2201	2038	1664
BNA7	2791	1258	2288	1250	853	977	1680	995	1274	1534	855	1138	3350	2453	2861	1513	1304	606
BNI1	2	2	16	84	32	35	2	7	27	58	25	73	705	564	522	163	137	58
BNI5	1359	1709	2638	1443	1423	1155	1333	1387	1163	1481	1478	1658	1101	944	984	1236	1706	886
BNR1	2	254	204	1	117	63	0	289	228	5	99	131	552	383	363	167	146	52
BOI2	278	133	114	37	244	29	109	73	15	61	230	37	602	510	475	145	129	71
BOL1	2452	1299	1892	1429	1138	684	1880	1089	1061	1981	1060	1287	8821	6696	6348	1709	1800	948
BOL2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
BOL3	686	4608	4042	668	3189	1699	910	4052	2228	998	3502	2178	2609	2284	1467	2031	4567	1202
BOP2	84	159	94	951	309	154	162	37	54	877	276	208	1246	1002	1201	822	805	379
BOR1	1525	990	3938	1016	688	1329	1001	766	1605	1092	690	2005	3995	2822	3028	1815	1807	932
BPH1	732	333	937	335	296	287	276	209	424	471	352	415	1933	1467	1524	457	470	228
BPT1	1059	690	542	881	566	298	1212	311	240	958	524	614	1721	933	1196	767	532	318
BRE1	45	28	75	905	724	430	43	21	15	883	567	1224	1169	767	1076	851	713	409
BRE2	1126	1676	2082	1336	2094	1372	821	1642	1434	1454	1960	2406	872	1131	930	1706	3280	1503
BRE4	1269	2415	2998	832	1910	1793	781	1519	1725	869	1956	2184	1287	996	699	1037	2097	815
BRR1	2	1	11	27	2	19	0	0	0	29	0	0	425	310	332	74	127	21
BRR2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BSC1	133	199	187	187	163	91	257	70	43	202	106	188	539	541	445	287	327	153
BSC2	1337	2010	3285	830	1594	1650	814	1540	1745	855	1648	2075	1329	1173	928	1096	2621	996
BSC4	766	978	1066	380	386	317	342	420	420	445	373	441	2396	1800	1729	487	529	205
BSC6	30	19	95	28	46	79	5	14	16	29	46	79	341	238	237	58	73	50
