name,delta,SE_delta,t_stat,df,pvalue,padj
YSC84,0.7714561906452531,0.4055124682556892,1.9024228625168291,6.264031393494856,0.10376289593192096,0.999940343744442
CDA2,-0.6365975656026501,0.3175475031815673,-2.0047317620968865,4.789215098862678,0.10382878186644239,0.999940343744442
SYP1,0.2730967314506749,0.13765561415842317,1.983912774791569,4.990477998720614,0.10416537338317641,0.999940343744442
MSG5,-1.5471247359608555,0.7947580591843375,-1.9466612739336977,5.417545190946553,0.10469532637155834,0.999940343744442
RPI1,0.6950045312185571,0.36778510397299524,1.889702774013349,5.971137482765002,0.1079320024917178,0.999940343744442
RPS18B,2.0085207534391754,0.9359675511072751,2.145929900094336,3.4252931463440257,0.10992183582887714,0.999940343744442
YKL097C,1.3165876659053213,0.7199617636154686,1.8286910950572515,7.013214372791417,0.1100766364659651,0.999940343744442
FIT1,-0.6183930602653138,0.3024842737136646,-2.044380862096297,3.9836639908672997,0.11067971953978345,0.999940343744442
YOL160W,-1.365261825105395,0.6643622671161259,-2.0549960355691854,3.827855645009309,0.11220953407978233,0.999940343744442
JEN1,-0.26905654529243783,0.14658023137636442,-1.8355581974870747,6.451969688077344,0.11264489503720983,0.999940343744442
YDR010C,0.6480193094496434,0.33437672080629055,1.9379916995628732,4.806495071690732,0.11267143144210383,0.999940343744442
YPR096C,-1.7149085718061157,0.7069523831643193,-2.4257766331166235,2.4493160862800183,0.11291115162889029,0.999940343744442
SKN7,0.6915538595607584,0.3772264114348713,1.8332593863994495,6.441076228844802,0.1130917805906948,0.999940343744442
GPA1,-0.8374281954722775,0.46290442752684496,-1.809073635234809,6.644273612046802,0.11564184903969263,0.999940343744442
GLR1,0.5967022477012467,0.31182586345179214,1.9135752278402527,4.626411598022981,0.1185220025237099,0.999940343744442
YBR287W,-1.3652395355743563,0.7470972472879658,-1.8273920035581792,5.860532896690976,0.11858084742495803,0.999940343744442
CSM3,-0.3987939769757718,0.22718389146052057,-1.7553796372269341,7.580493922590536,0.11934781448727898,0.999940343744442
PIG2,-0.25794158824771785,0.14009504235960796,-1.8411899800537643,5.459546221804896,0.12003508000572002,0.999940343744442
DFP4,-0.30242363125249305,0.15520918808502732,-1.9484905177573517,4.130640967739204,0.1209234263024059,0.999940343744442
MIN4,-0.6475355661309812,0.35799949126904107,-1.8087611349267259,5.853116382587587,0.12171687268642872,0.999940343744442
YFL051C,0.797067686600446,0.4506390973475435,1.7687495188322035,6.615456149947596,0.12273430759144137,0.999940343744442
YER087C-A,-0.6716162890415638,0.3367817041358853,-1.9942184530623397,3.6684048070679416,0.12324386783069938,0.999940343744442
HSP150,0.4687329353243914,0.2436069568415795,1.9241360813402961,4.130171436852997,0.12442190387827255,0.999940343744442
OPI9,2.5343258284671535,1.148292624628466,2.2070383229075805,2.685543113888803,0.12483406593845749,0.999940343744442
BUD16,-0.9884623213429391,0.5340025550031652,-1.8510441796239725,4.875337250481683,0.1248713409202101,0.999940343744442
SSH4,0.6397650233760519,0.352345483520299,1.8157321529543442,5.380605651814341,0.12497321860619501,0.999940343744442
YAR040C,-0.1772502840535548,0.08800488080299268,-2.0140960641756505,3.468624611465307,0.12498784352952746,0.999940343744442
YOR379C,-0.7661362632631672,0.4127840542504957,-1.85602194506826,4.789709289305861,0.1251488351700714,0.999940343744442
TOK1,0.5308502709054244,0.2860938513346448,1.855510939605924,4.7918238047860475,0.12520276481066608,0.999940343744442
SFK1,-0.7542972571218582,0.43304646542093556,-1.7418390804521549,6.8814950215031745,0.12580946840001406,0.999940343744442
OCA5,-0.4770287743817736,0.2669259623625097,-1.7871201817900546,5.642438679809496,0.12726891558287576,0.999940343744442
YKL199C,-0.19153502746390672,0.10981054160330254,-1.74423169822656,6.420425182723726,0.1284903153922313,0.999940343744442
SAG1,2.334346566307991,1.2250491039229565,1.9055126515604541,3.990020736756514,0.12959177022071433,0.999940343744442
MEU1,1.2472112992174034,0.5916453703897582,2.1080386353666185,2.8347320505993467,0.1308670716671155,0.999940343744442
WSC3,-0.21179138450565205,0.1232624427663748,-1.7182150519852213,6.630340092337827,0.13183773861614767,0.999940343744442
YBL029C-A,-0.22675615224350487,0.12579709495015012,-1.802554759578208,4.948839550367135,0.13192927550042802,0.999940343744442
YVC1,0.853052959414546,0.49656108129470117,1.7179215036151263,6.519909210422378,0.13265650833988224,0.999940343744442
LAP2,0.622685652371783,0.36192314727832936,1.7204913724208961,6.387721633285007,0.13312000013970826,0.999940343744442
LSB3,1.0529778599561919,0.5765946000773772,1.8262013897023759,4.412293315927032,0.13512844396446896,0.999940343744442
SWP82,-0.9140213442267466,0.53946339719018,-1.6943157756160454,6.768171658339518,0.1354986062919491,0.999940343744442
YLL053C,0.4372045010818013,0.24124858017886103,1.8122573022301691,4.4869602303379645,0.13634948073987763,0.999940343744442
YER135C,-0.6365495646869244,0.31526906972676305,-2.019067602282102,2.9729200012704182,0.1376114043862152,0.999940343744442
YOR283W,-2.525216819634269,1.4394565597827909,-1.7542848392835944,4.971676387701178,0.14008237507262797,0.999940343744442
RME1,-0.34319465914674563,0.1966014271159644,-1.745636662872818,5.062533048622259,0.14059044218572284,0.999940343744442
ARP1,-2.4533114250289985,1.3498179040433569,-1.8175128790929096,4.142429460816247,0.14082309726703685,0.999940343744442
YDL199C,0.6091418541775679,0.3627859673894117,1.6790667471537555,6.376791707725603,0.1412111160363143,0.999940343744442
GOR1,0.5085343225960717,0.3094311189764716,1.6434491924347772,7.474760338363929,0.1415633490803146,0.999940343744442
YMR294W-A,-1.0279265935627921,0.6183113084396602,-1.6624741930675937,6.774259659383843,0.1417972389896531,0.999940343744442
KES1,0.2918435055197941,0.16204442559939994,1.8010092259592965,4.247355278777415,0.14188034069917557,0.999940343744442
YMR196W,-0.7515105102704904,0.41637033077558433,-1.8049088869291705,4.158126643915154,0.1426750724636871,0.999940343744442
MTG1,-1.7788817146822449,1.0411065192457285,-1.708645255598848,5.471418706625368,0.14314737621727772,0.999940343744442
PEX25,0.494391164411498,0.2938135645976852,1.6826696381035398,5.872301753650364,0.14450550906586157,0.999940343744442
