pvalue	Description	condition	NES	geneID	coverage	setSize	qvalue	padj
0.017825018426626756	DNA geometric change	pg_rg	1.652428697262778	SGS1/YRF1-6/RAD54/RAD5	30.76923076923077	13	0.45894809611112874	0.346735514039161
0.018148690817476745	protein-RNA complex organization	pg_rg	1.5482726684358388	BRR1/PIH1/RPL6B/RPL40B/RSA3/RPS28A/RPS0A/TIF4631/RPL14A/TMA22/HSP82/REX4/TAH1/RPS27A/THO1/RPL40A/TIF2/SSF2	39.130434782608695	46	0.45894809611112874	0.346735514039161
0.019559516629518586	protein-RNA complex assembly	pg_rg	1.5863572786063174	BRR1/PIH1/RPL6B/RPL40B/RSA3/RPS28A/RPS0A/TIF4631/RPL14A/TMA22/HSP82/REX4/TAH1/RPS27A/THO1/RPL40A/TIF2/SSF2	41.86046511627907	43	0.46477876896872394	0.36410792494949984
0.020013934244750346	macromolecule modification	pg_rg	-1.2933614353839424	OST6/SSK22/ATG12/MTO1/CLB4/GTT1/MNN5/YIH1/LIP2/USA1/SMM1/UBA3/ZIP1/ASR1/PMT7/PPT1/MNN10/RRT2/DUS4/SSP2/PTC4/RPP1B/TRM7/CYT2/LAS21/TUL1/YMR196W/RRP8/CYC2/UBP6/PEX4/PCI8/PUS6/MNL2/ELP4/SAP190/BUL1/KCC4/LIA1/TRM8/HMT1/UFD2/UBA4/MAK3/OST3/BMH2/ESC2/ELP6/TOM1/TGS1	19.45525291828794	257	0.46477876896872394	0.36419111162980145
0.020543643252387448	pyridine nucleotide metabolic process	pg_rg	1.523554320545317	TDH1/TKL1/YMR315W/PFK27/ADH5/YLR345W/IDP2/GPD1/TAL1/NDE2/NMA2/URH1/PYK2/SOL3/TDH3/TDH2/NNR2	34.69387755102041	49	0.46477876896872394	0.36419111162980145
0.020543643252387448	nicotinamide nucleotide metabolic process	pg_rg	1.523554320545317	TDH1/TKL1/YMR315W/PFK27/ADH5/YLR345W/IDP2/GPD1/TAL1/NDE2/NMA2/URH1/PYK2/SOL3/TDH3/TDH2/NNR2	34.69387755102041	49	0.46477876896872394	0.36419111162980145
0.020567266634740854	fatty acid biosynthetic process	pg_rg	1.628030816555534	ELO3/HTD2/ELO2	23.076923076923077	13	0.46477876896872394	0.36419111162980145
0.022259431370540563	catabolic process	pg_rg	1.2151544452531433	IPK1/RAD27/SPT4/UBC4/ILV1/UBR1/VPS36/SAC1/ARF1/RPL40B/HAM1/NAT3/TDH1/SKI2/GCV3/VMS1/CTS2/PUB1/RPS28A/RTT101/YUH1/UBP3/APE2/CTH1/RTG3/VTC5/STO1/SLM4/MYO5/BSD2/PXA1/NPL4/VPS27/PXA2/ATG27/PSH1/PFK27/ADH5/GLO1/TRS85/UBX4/VTC1/DCW1/DSD1/YLR345W/KSP1/VPS30/CIR1/ATG15/MNS1/GCV1/DCI1/EFG1/GPD1/GET1/ATG29/YJR096W/LPX1/AHP1/PNG1/YGR122W/UBC8/RTC1/DDP1/URH1/AIM25/PYK2/TES1/KGD2/DAL7/TDH3/NAM7/BST1/CIT1/JEM1/REG1/TGL4/APA2/YER010C/YOS9/NIT3/MAC1/POP2/RPL14A/PLC1/TDH2/SCS3/GDE1/SMY2	17.835671342685373	499	0.4741881019180965	0.37938646510040863
0.022298823143728188	nucleoside triphosphate metabolic process	pg_rg	1.5589878239574595	ATP20/HAM1/TDH1/PFK27/YLR345W/PYK2/TDH3/NCA3/TDH2	30	30	0.4741881019180965	0.37938646510040863
0.02281892880080511	protein-containing complex assembly	pg_rg	1.3498945013595658	BRR1/ATP20/HHF1/PET122/PIH1/INA22/RPL6B/RPL40B/MRP7/SDH5/RSA3/RPS28A/ASF1/BIK1/COA3/PET100/SOM1/RBL2/HHF2/RAD5/RPS0A/MVB12	12.790697674418606	172	0.4741881019180965	0.37938646510040863
