gene_id	go_term
YLR240W	GO:0016236
YLR240W	GO:0016301
YLR240W	GO:0016303
YLR240W	GO:0016310
YLR240W	GO:0016740
YLR240W	GO:0016772
YLR240W	GO:0016773
YLR240W	GO:0017076
YLR240W	GO:0018130
YLR240W	GO:0019219
YLR240W	GO:0019222
YLR240W	GO:0019438
YLR240W	GO:0019637
YLR240W	GO:0019898
YLR240W	GO:0022607
YLR240W	GO:0023052
YLR240W	GO:0030242
YLR240W	GO:0030554
YLR240W	GO:0030659
YLR240W	GO:0031090
YLR240W	GO:0031323
YLR240W	GO:0031325
YLR240W	GO:0031326
YLR240W	GO:0031328
YLR240W	GO:0031410
YLR240W	GO:0031982
YLR240W	GO:0032553
YLR240W	GO:0032555
YLR240W	GO:0032559
YLR240W	GO:0032774
YLR240W	GO:0032784
YLR240W	GO:0032786
YLR240W	GO:0032968
YLR240W	GO:0032991
YLR240W	GO:0033036
YLR240W	GO:0034243
YLR240W	GO:0034271
YLR240W	GO:0034272
YLR240W	GO:0034641
YLR240W	GO:0034654
YLR240W	GO:0035032
YLR240W	GO:0035556
YLR240W	GO:0035639
YLR240W	GO:0036092
YLR240W	GO:0036094
YLR240W	GO:0042579
YLR240W	GO:0043167
YLR240W	GO:0043168
YLR240W	GO:0043170
YLR240W	GO:0043226
YLR240W	GO:0043227
YLR240W	GO:0043229
YLR240W	GO:0043231
YLR240W	GO:0044085
YLR240W	GO:0044232
YLR240W	GO:0044237
YLR240W	GO:0044238
YLR240W	GO:0044248
YLR240W	GO:0044249
YLR240W	GO:0044255
YLR240W	GO:0044271
YLR240W	GO:0045017
YLR240W	GO:0045184
YLR240W	GO:0045893
YLR240W	GO:0045935
YLR240W	GO:0045944
YLR240W	GO:0046474
YLR240W	GO:0046483
YLR240W	GO:0046486
YLR240W	GO:0046488
YLR240W	GO:0046854
YLR240W	GO:0048015
YLR240W	GO:0048518
YLR240W	GO:0048522
YLR240W	GO:0050789
YLR240W	GO:0050794
YLR240W	GO:0050896
YLR240W	GO:0051171
YLR240W	GO:0051173
YLR240W	GO:0051179
YLR240W	GO:0051234
YLR240W	GO:0051252
YLR240W	GO:0051254
YLR240W	GO:0051641
YLR240W	GO:0051716
YLR240W	GO:0052742
YLR240W	GO:0060255
YLR240W	GO:0061695
YLR240W	GO:0061919
YLR240W	GO:0065007
YLR240W	GO:0070727
YLR240W	GO:0070925
YLR240W	GO:0071561
YLR240W	GO:0071702
YLR240W	GO:0071704
YLR240W	GO:0071705
YLR240W	GO:0071840
YLR240W	GO:0080090
YLR240W	GO:0090304
YLR240W	GO:0090407
YLR240W	GO:0097159
YLR240W	GO:0097367
YLR240W	GO:0097708
YLR240W	GO:0098588
YLR240W	GO:0098657
YLR240W	GO:0098796
YLR240W	GO:0098852
YLR240W	GO:0110165
YLR240W	GO:0140096
YLR240W	GO:1901265
YLR240W	GO:1901360
YLR240W	GO:1901362
YLR240W	GO:1901363
YLR240W	GO:1901576
YLR240W	GO:1902494
YLR240W	GO:1902680
YLR240W	GO:1905037
YLR240W	GO:1990234
YLR240W	GO:2001141
YLR241W	GO:0000322
YLR241W	GO:0000323
YLR241W	GO:0000324
YLR241W	GO:0000329
YLR241W	GO:0003674
YLR241W	GO:0005215
YLR241W	GO:0005216
YLR241W	GO:0005227
YLR241W	GO:0005261
YLR241W	GO:0005575
YLR241W	GO:0005622
YLR241W	GO:0005737
YLR241W	GO:0005773
YLR241W	GO:0005774
YLR241W	GO:0005783
YLR241W	GO:0005886
YLR241W	GO:0006810
YLR241W	GO:0006811
YLR241W	GO:0006812
YLR241W	GO:0008150
YLR241W	GO:0008324
YLR241W	GO:0009987
YLR241W	GO:0012505
YLR241W	GO:0015075
YLR241W	GO:0015267
YLR241W	GO:0015276
YLR241W	GO:0016020
YLR241W	GO:0022803
YLR241W	GO:0022834
YLR241W	GO:0022836
YLR241W	GO:0022839
YLR241W	GO:0022857
YLR241W	GO:0031090
YLR241W	GO:0034220
YLR241W	GO:0043226
YLR241W	GO:0043227
YLR241W	GO:0043229
YLR241W	GO:0043231
YLR241W	GO:0051179
YLR241W	GO:0051234
YLR241W	GO:0055085
YLR241W	GO:0071944
YLR241W	GO:0098588
YLR241W	GO:0098655
YLR241W	GO:0098852
YLR241W	GO:0099094
YLR241W	GO:0110165
YLR242C	GO:0000139
YLR242C	GO:0003674
YLR242C	GO:0005488
YLR242C	GO:0005575
YLR242C	GO:0005622
YLR242C	GO:0005737
YLR242C	GO:0005783
YLR242C	GO:0005789
YLR242C	GO:0005794
YLR242C	GO:0005938
YLR242C	GO:0006497
YLR242C	GO:0006505
YLR242C	GO:0006506
YLR242C	GO:0006629
YLR242C	GO:0006643
YLR242C	GO:0006644
YLR242C	GO:0006650
YLR242C	GO:0006661
YLR242C	GO:0006664
YLR242C	GO:0006665
YLR242C	GO:0006793
YLR242C	GO:0006796
YLR242C	GO:0006807
YLR242C	GO:0006810
YLR242C	GO:0006869
YLR242C	GO:0006897
YLR242C	GO:0007009
YLR242C	GO:0008150
YLR242C	GO:0008152
YLR242C	GO:0008202
YLR242C	GO:0008270
YLR242C	GO:0008610
YLR242C	GO:0008654
YLR242C	GO:0009058
YLR242C	GO:0009059
YLR242C	GO:0009247
YLR242C	GO:0009987
YLR242C	GO:0010256
YLR242C	GO:0010876
YLR242C	GO:0012505
YLR242C	GO:0015850
YLR242C	GO:0015918
YLR242C	GO:0016020
YLR242C	GO:0016043
YLR242C	GO:0016125
YLR242C	GO:0016192
YLR242C	GO:0019538
YLR242C	GO:0019637
YLR242C	GO:0030148
YLR242C	GO:0031090
YLR242C	GO:0031984
YLR242C	GO:0032365
YLR242C	GO:0032366
YLR242C	GO:0032541
YLR242C	GO:0033036
YLR242C	GO:0035376
YLR242C	GO:0035621
YLR242C	GO:0035627
YLR242C	GO:0036094
YLR242C	GO:0036211
YLR242C	GO:0042157
YLR242C	GO:0042158
YLR242C	GO:0042175
YLR242C	GO:0042886
YLR242C	GO:0043167
YLR242C	GO:0043169
YLR242C	GO:0043170
YLR242C	GO:0043226
YLR242C	GO:0043227
YLR242C	GO:0043229
YLR242C	GO:0043231
YLR242C	GO:0043412
YLR242C	GO:0044237
YLR242C	GO:0044238
YLR242C	GO:0044249
YLR242C	GO:0044255
YLR242C	GO:0045017
YLR242C	GO:0046467
YLR242C	GO:0046474
YLR242C	GO:0046486
YLR242C	GO:0046488
YLR242C	GO:0046872
YLR242C	GO:0046907
YLR242C	GO:0046914
YLR242C	GO:0051179
YLR242C	GO:0051234
YLR242C	GO:0051641
YLR242C	GO:0051649
YLR242C	GO:0061024
YLR242C	GO:0065007
YLR242C	GO:0065008
YLR242C	GO:0071702
YLR242C	GO:0071704
YLR242C	GO:0071705
YLR242C	GO:0071782
YLR242C	GO:0071840
YLR242C	GO:0071944
YLR242C	GO:0090407
YLR242C	GO:0097035
YLR242C	GO:0097036
YLR242C	GO:0098588
YLR242C	GO:0098657
YLR242C	GO:0098827
YLR242C	GO:0110165
YLR242C	GO:1901135
YLR242C	GO:1901137
YLR242C	GO:1901360
YLR242C	GO:1901564
YLR242C	GO:1901566
YLR242C	GO:1901576
YLR242C	GO:1901615
YLR242C	GO:1903509
YLR243W	GO:0000166
YLR243W	GO:0003674
YLR243W	GO:0003824
YLR243W	GO:0003924
YLR243W	GO:0005488
YLR243W	GO:0005525
YLR243W	GO:0005575
YLR243W	GO:0006606
YLR243W	GO:0006810
YLR243W	GO:0006886
YLR243W	GO:0006913
YLR243W	GO:0006996
YLR243W	GO:0007049
YLR243W	GO:0007062
YLR243W	GO:0007064
YLR243W	GO:0008104
YLR243W	GO:0008150
YLR243W	GO:0009987
YLR243W	GO:0015031
YLR243W	GO:0016043
YLR243W	GO:0016462
YLR243W	GO:0016787
YLR243W	GO:0016817
YLR243W	GO:0016818
YLR243W	GO:0017076
YLR243W	GO:0017111
YLR243W	GO:0019001
YLR243W	GO:0022402
YLR243W	GO:0032553
YLR243W	GO:0032555
YLR243W	GO:0032561
YLR243W	GO:0033036
YLR243W	GO:0033365
YLR243W	GO:0034504
YLR243W	GO:0035639
YLR243W	GO:0036094
YLR243W	GO:0043167
YLR243W	GO:0043168
YLR243W	GO:0045184
YLR243W	GO:0046907
YLR243W	GO:0051169
YLR243W	GO:0051170
YLR243W	GO:0051179
YLR243W	GO:0051234
YLR243W	GO:0051276
YLR243W	GO:0051641
YLR243W	GO:0051649
YLR243W	GO:0070727
YLR243W	GO:0071702
YLR243W	GO:0071705
YLR243W	GO:0071840
YLR243W	GO:0072594
YLR243W	GO:0097159
YLR243W	GO:0097367
YLR243W	GO:1901265
YLR243W	GO:1901363
YLR244C	GO:0003674
YLR244C	GO:0003676
YLR244C	GO:0003723
YLR244C	GO:0003729
YLR244C	GO:0003824
YLR244C	GO:0004177
YLR244C	GO:0004239
YLR244C	GO:0005488
YLR244C	GO:0005575
YLR244C	GO:0005622
YLR244C	GO:0005737
YLR244C	GO:0005829
YLR244C	GO:0005840
YLR244C	GO:0006508
YLR244C	GO:0006807
YLR244C	GO:0008150
YLR244C	GO:0008152
YLR244C	GO:0008233
YLR244C	GO:0008235
YLR244C	GO:0008237
YLR244C	GO:0008238
YLR244C	GO:0008270
YLR244C	GO:0009058
YLR244C	GO:0009059
YLR244C	GO:0009889
YLR244C	GO:0009890
YLR244C	GO:0009892
YLR244C	GO:0009987
YLR244C	GO:0010467
YLR244C	GO:0010468
YLR244C	GO:0010494
YLR244C	GO:0010556
YLR244C	GO:0010558
YLR244C	GO:0010605
YLR244C	GO:0010629
YLR244C	GO:0016787
YLR244C	GO:0019222
YLR244C	GO:0019538
YLR244C	GO:0022626
YLR244C	GO:0031323
YLR244C	GO:0031324
YLR244C	GO:0031326
YLR244C	GO:0031327
YLR244C	GO:0035770
YLR244C	GO:0036094
YLR244C	GO:0036464
YLR244C	GO:0043167
YLR244C	GO:0043169
YLR244C	GO:0043170
YLR244C	GO:0043226
YLR244C	GO:0043228
YLR244C	GO:0043229
YLR244C	GO:0043232
YLR244C	GO:0044237
YLR244C	GO:0044238
YLR244C	GO:0044249
YLR244C	GO:0046872
YLR244C	GO:0046914
YLR244C	GO:0048519
YLR244C	GO:0048523
YLR244C	GO:0050789
YLR244C	GO:0050794
YLR244C	GO:0060255
YLR244C	GO:0065007
YLR244C	GO:0070006
YLR244C	GO:0071704
YLR244C	GO:0097159
YLR244C	GO:0099080
YLR244C	GO:0110165
YLR244C	GO:0140096
YLR244C	GO:1901564
YLR244C	GO:1901576
YLR245C	GO:0003674
YLR245C	GO:0003824
YLR245C	GO:0004126
YLR245C	GO:0005488
YLR245C	GO:0005515
YLR245C	GO:0005575
YLR245C	GO:0005622
YLR245C	GO:0005634
YLR245C	GO:0005737
YLR245C	GO:0005829
YLR245C	GO:0006139
YLR245C	GO:0006213
YLR245C	GO:0006216
YLR245C	GO:0006217
YLR245C	GO:0006725
YLR245C	GO:0006807
YLR245C	GO:0008150
YLR245C	GO:0008152
YLR245C	GO:0008270
YLR245C	GO:0008655
YLR245C	GO:0009056
YLR245C	GO:0009058
YLR245C	GO:0009116
YLR245C	GO:0009119
YLR245C	GO:0009120
YLR245C	GO:0009164
YLR245C	GO:0009972
YLR245C	GO:0009987
YLR245C	GO:0016787
YLR245C	GO:0016810
YLR245C	GO:0016814
YLR245C	GO:0018130
YLR245C	GO:0019239
YLR245C	GO:0019438
YLR245C	GO:0019439
YLR245C	GO:0034641
YLR245C	GO:0034654
YLR245C	GO:0034655
YLR245C	GO:0034656
YLR245C	GO:0036094
YLR245C	GO:0042454
YLR245C	GO:0042802
YLR245C	GO:0043094
YLR245C	GO:0043167
YLR245C	GO:0043169
YLR245C	GO:0043226
YLR245C	GO:0043227
YLR245C	GO:0043229
YLR245C	GO:0043231
YLR245C	GO:0044237
YLR245C	GO:0044238
YLR245C	GO:0044248
YLR245C	GO:0044249
YLR245C	GO:0044270
YLR245C	GO:0044271
YLR245C	GO:0044281
YLR245C	GO:0044282
YLR245C	GO:0046087
YLR245C	GO:0046092
YLR245C	GO:0046121
YLR245C	GO:0046125
YLR245C	GO:0046127
YLR245C	GO:0046131
YLR245C	GO:0046133
YLR245C	GO:0046135
YLR245C	GO:0046483
YLR245C	GO:0046700
YLR245C	GO:0046872
YLR245C	GO:0046914
YLR245C	GO:0047844
YLR245C	GO:0055086
YLR245C	GO:0071704
YLR245C	GO:0072527
YLR245C	GO:0072528
YLR245C	GO:0072529
YLR245C	GO:0110165
YLR245C	GO:1901135
YLR245C	GO:1901136
YLR245C	GO:1901360
YLR245C	GO:1901361
YLR245C	GO:1901362
YLR245C	GO:1901564
YLR245C	GO:1901565
YLR245C	GO:1901566
YLR245C	GO:1901575
YLR245C	GO:1901576
YLR245C	GO:1901657
YLR245C	GO:1901658
YLR246W	GO:0002178
YLR246W	GO:0003674
YLR246W	GO:0003824
YLR246W	GO:0005488
YLR246W	GO:0005575
YLR246W	GO:0005622
YLR246W	GO:0005737
YLR246W	GO:0005783
YLR246W	GO:0005789
YLR246W	GO:0005794
YLR246W	GO:0006497
YLR246W	GO:0006605
YLR246W	GO:0006612
YLR246W	GO:0006807
YLR246W	GO:0008104
YLR246W	GO:0008150
YLR246W	GO:0008152
YLR246W	GO:0008270
YLR246W	GO:0009058
YLR246W	GO:0009059
YLR246W	GO:0009987
YLR246W	GO:0012505
YLR246W	GO:0016020
YLR246W	GO:0016409
YLR246W	GO:0016417
YLR246W	GO:0016740
YLR246W	GO:0016746
YLR246W	GO:0016747
YLR246W	GO:0018345
YLR246W	GO:0019538
YLR246W	GO:0019706
YLR246W	GO:0019707
YLR246W	GO:0031090
YLR246W	GO:0031211
YLR246W	GO:0031984
YLR246W	GO:0032991
YLR246W	GO:0033036
YLR246W	GO:0036094
YLR246W	GO:0036211
YLR246W	GO:0042157
YLR246W	GO:0042158
YLR246W	GO:0042175
YLR246W	GO:0043167
YLR246W	GO:0043169
YLR246W	GO:0043170
YLR246W	GO:0043226
YLR246W	GO:0043227
YLR246W	GO:0043229
YLR246W	GO:0043231
YLR246W	GO:0043412
YLR246W	GO:0043543
YLR246W	GO:0044237
YLR246W	GO:0044238
YLR246W	GO:0044249
YLR246W	GO:0045184
YLR246W	GO:0046872
YLR246W	GO:0046914
YLR246W	GO:0051179
YLR246W	GO:0051234
YLR246W	GO:0051641
YLR246W	GO:0051668
YLR246W	GO:0070727
YLR246W	GO:0071704
YLR246W	GO:0072657
YLR246W	GO:0090150
YLR246W	GO:0098827
YLR246W	GO:0110165
YLR246W	GO:0140096
YLR246W	GO:0140534
YLR246W	GO:1901564
YLR246W	GO:1901566
YLR246W	GO:1901576
YLR246W	GO:1902494
YLR246W	GO:1990234
YLR247C	GO:0000166
YLR247C	GO:0000724
YLR247C	GO:0000725
YLR247C	GO:0003674
YLR247C	GO:0003824
YLR247C	GO:0004386
YLR247C	GO:0004842
YLR247C	GO:0005488
YLR247C	GO:0005524
YLR247C	GO:0005575
YLR247C	GO:0005622
YLR247C	GO:0005634
YLR247C	GO:0005737
YLR247C	GO:0005739
YLR247C	GO:0006139
YLR247C	GO:0006259
YLR247C	GO:0006281
YLR247C	GO:0006302
YLR247C	GO:0006303
YLR247C	GO:0006310
YLR247C	GO:0006325
YLR247C	GO:0006338
YLR247C	GO:0006725
YLR247C	GO:0006807
YLR247C	GO:0006950
YLR247C	GO:0006974
YLR247C	GO:0008094
YLR247C	GO:0008150
YLR247C	GO:0008152
YLR247C	GO:0008270
YLR247C	GO:0009987
YLR247C	GO:0016043
YLR247C	GO:0016740
YLR247C	GO:0016746
YLR247C	GO:0016755
YLR247C	GO:0016787
YLR247C	GO:0017076
YLR247C	GO:0019787
YLR247C	GO:0030554
YLR247C	GO:0032553
YLR247C	GO:0032555
YLR247C	GO:0032559
YLR247C	GO:0033554
YLR247C	GO:0034641
YLR247C	GO:0035639
YLR247C	GO:0036094
YLR247C	GO:0043167
YLR247C	GO:0043168
YLR247C	GO:0043169
YLR247C	GO:0043170
YLR247C	GO:0043226
YLR247C	GO:0043227
YLR247C	GO:0043229
YLR247C	GO:0043231
YLR247C	GO:0043933
YLR247C	GO:0044237
YLR247C	GO:0044238
YLR247C	GO:0045003
YLR247C	GO:0046483
YLR247C	GO:0046872
YLR247C	GO:0046914
YLR247C	GO:0050896
YLR247C	GO:0051716
YLR247C	GO:0071704
YLR247C	GO:0071824
YLR247C	GO:0071840
YLR247C	GO:0090304
YLR247C	GO:0097159
YLR247C	GO:0097367
YLR247C	GO:0110165
YLR247C	GO:0140096
YLR247C	GO:0140097
YLR247C	GO:0140640
YLR247C	GO:0140657
YLR247C	GO:0140658
YLR247C	GO:1901265
YLR247C	GO:1901360
YLR247C	GO:1901363
YLR248W	GO:0000003
YLR248W	GO:0000166
YLR248W	GO:0000280
YLR248W	GO:0003674
YLR248W	GO:0003824
YLR248W	GO:0004672
YLR248W	GO:0004674
YLR248W	GO:0005488
YLR248W	GO:0005515
YLR248W	GO:0005516
YLR248W	GO:0005524
YLR248W	GO:0005575
YLR248W	GO:0005622
YLR248W	GO:0005737
YLR248W	GO:0006793
YLR248W	GO:0006796
YLR248W	GO:0006950
YLR248W	GO:0006970
YLR248W	GO:0006979
YLR248W	GO:0006996
YLR248W	GO:0007049
YLR248W	GO:0007154
YLR248W	GO:0007165
YLR248W	GO:0007231
YLR248W	GO:0008150
YLR248W	GO:0008152
YLR248W	GO:0009628
YLR248W	GO:0009987
YLR248W	GO:0010564
YLR248W	GO:0016043
YLR248W	GO:0016301
YLR248W	GO:0016310
YLR248W	GO:0016740
YLR248W	GO:0016772
YLR248W	GO:0016773
YLR248W	GO:0017076
YLR248W	GO:0019953
YLR248W	GO:0022402
YLR248W	GO:0022414
YLR248W	GO:0023052
YLR248W	GO:0030554
YLR248W	GO:0032553
YLR248W	GO:0032555
YLR248W	GO:0032559
YLR248W	GO:0033043
YLR248W	GO:0033554
YLR248W	GO:0034599
YLR248W	GO:0035556
YLR248W	GO:0035639
YLR248W	GO:0036094
YLR248W	GO:0040020
YLR248W	GO:0042221
YLR248W	GO:0043167
YLR248W	GO:0043168
YLR248W	GO:0044237
YLR248W	GO:0048285
YLR248W	GO:0050789
YLR248W	GO:0050794
YLR248W	GO:0050896
YLR248W	GO:0051128
YLR248W	GO:0051321
YLR248W	GO:0051445
YLR248W	GO:0051716
YLR248W	GO:0051726
YLR248W	GO:0051783
YLR248W	GO:0062197
YLR248W	GO:0065007
YLR248W	GO:0070887
YLR248W	GO:0071214
YLR248W	GO:0071470
YLR248W	GO:0071840
YLR248W	GO:0097159
YLR248W	GO:0097367
YLR248W	GO:0104004
YLR248W	GO:0106310
YLR248W	GO:0110165
YLR248W	GO:0140013
YLR248W	GO:0140096
YLR248W	GO:1901265
YLR248W	GO:1901363
YLR248W	GO:1903046
YLR248W	GO:2000241
YLR249W	GO:0000166
YLR249W	GO:0003674
YLR249W	GO:0003676
YLR249W	GO:0003723
YLR249W	GO:0003746
YLR249W	GO:0003824
YLR249W	GO:0005488
YLR249W	GO:0005524
YLR249W	GO:0005575
YLR249W	GO:0005622
YLR249W	GO:0005737
YLR249W	GO:0005829
YLR249W	GO:0005840
YLR249W	GO:0006412
YLR249W	GO:0006414
YLR249W	GO:0006415
YLR249W	GO:0006518
YLR249W	GO:0006807
YLR249W	GO:0008135
YLR249W	GO:0008150
YLR249W	GO:0008152
YLR249W	GO:0009058
YLR249W	GO:0009059
YLR249W	GO:0009987
YLR249W	GO:0010467
YLR249W	GO:0010494
YLR249W	GO:0016043
YLR249W	GO:0016462
YLR249W	GO:0016787
YLR249W	GO:0016817
YLR249W	GO:0016818
YLR249W	GO:0016887
YLR249W	GO:0017076
YLR249W	GO:0017111
YLR249W	GO:0019538
YLR249W	GO:0019843
YLR249W	GO:0022411
YLR249W	GO:0022626
YLR249W	GO:0030554
YLR249W	GO:0032553
YLR249W	GO:0032555
YLR249W	GO:0032559
YLR249W	GO:0032984
YLR249W	GO:0034641
YLR249W	GO:0035639
YLR249W	GO:0035770
YLR249W	GO:0036094
YLR249W	GO:0036464
YLR249W	GO:0043021
YLR249W	GO:0043022
YLR249W	GO:0043043
YLR249W	GO:0043167
YLR249W	GO:0043168
YLR249W	GO:0043170
YLR249W	GO:0043226
YLR249W	GO:0043228
YLR249W	GO:0043229
YLR249W	GO:0043232
YLR249W	GO:0043603
YLR249W	GO:0043604
YLR249W	GO:0043933
YLR249W	GO:0044237
YLR249W	GO:0044238
YLR249W	GO:0044249
YLR249W	GO:0044271
YLR249W	GO:0044877
YLR249W	GO:0045182
YLR249W	GO:0071704
YLR249W	GO:0071840
YLR249W	GO:0090079
YLR249W	GO:0097159
YLR249W	GO:0097367
YLR249W	GO:0099080
YLR249W	GO:0110165
YLR249W	GO:0140657
YLR249W	GO:1901265
YLR249W	GO:1901363
YLR249W	GO:1901564
YLR249W	GO:1901566
YLR249W	GO:1901576
YLR250W	GO:0000322
YLR250W	GO:0000323
YLR250W	GO:0000324
YLR250W	GO:0003674
YLR250W	GO:0005488
YLR250W	GO:0005509
YLR250W	GO:0005575
YLR250W	GO:0005622
YLR250W	GO:0005737
YLR250W	GO:0005773
YLR250W	GO:0005793
YLR250W	GO:0008150
YLR250W	GO:0036094
YLR250W	GO:0043167
YLR250W	GO:0043169
YLR250W	GO:0043226
YLR250W	GO:0043227
YLR250W	GO:0043229
YLR250W	GO:0043231
YLR250W	GO:0046872
YLR250W	GO:0110165
YLR251W	GO:0003674
YLR251W	GO:0005575
YLR251W	GO:0005622
YLR251W	GO:0005737
YLR251W	GO:0005739
YLR251W	GO:0005740
YLR251W	GO:0005743
YLR251W	GO:0006066
YLR251W	GO:0006067
YLR251W	GO:0008150
YLR251W	GO:0008152
YLR251W	GO:0016020
YLR251W	GO:0019866
YLR251W	GO:0031090
YLR251W	GO:0031966
YLR251W	GO:0031967
YLR251W	GO:0031975
YLR251W	GO:0034308
YLR251W	GO:0043226
YLR251W	GO:0043227
YLR251W	GO:0043229
YLR251W	GO:0043231
YLR251W	GO:0044281
YLR251W	GO:0071704
YLR251W	GO:0110165
YLR251W	GO:1901615
YLR252W	NA
YLR253W	GO:0003674
YLR253W	GO:0005575
YLR253W	GO:0005622
YLR253W	GO:0005737
YLR253W	GO:0005739
YLR253W	GO:0005740
YLR253W	GO:0005743
YLR253W	GO:0006996
YLR253W	GO:0007005
YLR253W	GO:0008150
YLR253W	GO:0009987
YLR253W	GO:0016020
YLR253W	GO:0016043
YLR253W	GO:0019866
YLR253W	GO:0031090
YLR253W	GO:0031966
YLR253W	GO:0031967
YLR253W	GO:0031975
YLR253W	GO:0042592
YLR253W	GO:0043226
YLR253W	GO:0043227
YLR253W	GO:0043229
YLR253W	GO:0043231
YLR253W	GO:0048878
YLR253W	GO:0055088
YLR253W	GO:0071840
YLR253W	GO:0110165
YLR254C	GO:0003674
YLR254C	GO:0005488
YLR254C	GO:0005515
YLR254C	GO:0005575
YLR254C	GO:0005622
YLR254C	GO:0005634
YLR254C	GO:0005737
YLR254C	GO:0005777
YLR254C	GO:0005856
YLR254C	GO:0005874
YLR254C	GO:0005881
YLR254C	GO:0006810
YLR254C	GO:0007017
YLR254C	GO:0007018
YLR254C	GO:0007049
YLR254C	GO:0007097
YLR254C	GO:0008017
YLR254C	GO:0008092
YLR254C	GO:0008150
YLR254C	GO:0009987
YLR254C	GO:0010970
YLR254C	GO:0015630
YLR254C	GO:0015631
YLR254C	GO:0030473
YLR254C	GO:0030705
YLR254C	GO:0042579
YLR254C	GO:0043226
YLR254C	GO:0043227
YLR254C	GO:0043228
YLR254C	GO:0043229
YLR254C	GO:0043231
YLR254C	GO:0043232
YLR254C	GO:0046907
YLR254C	GO:0051010
YLR254C	GO:0051179
YLR254C	GO:0051234
YLR254C	GO:0051301
YLR254C	GO:0051640
YLR254C	GO:0051641
YLR254C	GO:0051647
YLR254C	GO:0051649
YLR254C	GO:0051656
YLR254C	GO:0072384
YLR254C	GO:0099080
YLR254C	GO:0099081
YLR254C	GO:0099111
YLR254C	GO:0099512
YLR254C	GO:0099513
YLR254C	GO:0110165
YLR255C	GO:0003674
YLR255C	GO:0005575
YLR255C	GO:0008150
YLR256W	GO:0000122
YLR256W	GO:0000429
YLR256W	GO:0000436
YLR256W	GO:0000976
YLR256W	GO:0000977
YLR256W	GO:0000978
YLR256W	GO:0000981
YLR256W	GO:0000987
YLR256W	GO:0001067
YLR256W	GO:0001216
YLR256W	GO:0001228
YLR256W	GO:0003674
YLR256W	GO:0003676
YLR256W	GO:0003677
YLR256W	GO:0003690
YLR256W	GO:0003700
YLR256W	GO:0005488
YLR256W	GO:0005575
YLR256W	GO:0005622
YLR256W	GO:0005634
YLR256W	GO:0005737
YLR256W	GO:0005739
YLR256W	GO:0006091
YLR256W	GO:0006139
YLR256W	GO:0006351
YLR256W	GO:0006355
YLR256W	GO:0006357
YLR256W	GO:0006366
YLR256W	GO:0006725
YLR256W	GO:0006807
YLR256W	GO:0007154
YLR256W	GO:0007584
YLR256W	GO:0008104
YLR256W	GO:0008150
YLR256W	GO:0008152
YLR256W	GO:0008270
YLR256W	GO:0009058
YLR256W	GO:0009059
YLR256W	GO:0009605
YLR256W	GO:0009889
YLR256W	GO:0009890
YLR256W	GO:0009891
YLR256W	GO:0009892
YLR256W	GO:0009893
YLR256W	GO:0009987
YLR256W	GO:0009991
YLR256W	GO:0010467
YLR256W	GO:0010468
YLR256W	GO:0010556
YLR256W	GO:0010557
YLR256W	GO:0010558
YLR256W	GO:0010604
YLR256W	GO:0010605
YLR256W	GO:0015980
YLR256W	GO:0016070
YLR256W	GO:0018130
YLR256W	GO:0019219
YLR256W	GO:0019222
YLR256W	GO:0019438
YLR256W	GO:0031323
YLR256W	GO:0031324
YLR256W	GO:0031325
YLR256W	GO:0031326
YLR256W	GO:0031327
YLR256W	GO:0031328
YLR256W	GO:0031667
YLR256W	GO:0031668
YLR256W	GO:0031669
YLR256W	GO:0031670
YLR256W	GO:0032774
YLR256W	GO:0033036
YLR256W	GO:0033365
YLR256W	GO:0034502
YLR256W	GO:0034641
YLR256W	GO:0034654
YLR256W	GO:0036094
YLR256W	GO:0042221
YLR256W	GO:0043167
YLR256W	GO:0043169
YLR256W	GO:0043170
YLR256W	GO:0043226
YLR256W	GO:0043227
YLR256W	GO:0043229
YLR256W	GO:0043231
YLR256W	GO:0043457
YLR256W	GO:0043467
YLR256W	GO:0043565
YLR256W	GO:0044237
YLR256W	GO:0044238
YLR256W	GO:0044249
YLR256W	GO:0044271
YLR256W	GO:0045184
YLR256W	GO:0045333
YLR256W	GO:0045892
YLR256W	GO:0045893
YLR256W	GO:0045934
YLR256W	GO:0045935
YLR256W	GO:0045944
YLR256W	GO:0045990
YLR256W	GO:0045991
YLR256W	GO:0046483
YLR256W	GO:0046872
YLR256W	GO:0046914
YLR256W	GO:0048518
YLR256W	GO:0048519
YLR256W	GO:0048522
YLR256W	GO:0048523
YLR256W	GO:0050789
YLR256W	GO:0050794
YLR256W	GO:0050896
YLR256W	GO:0051171
YLR256W	GO:0051172
YLR256W	GO:0051173
YLR256W	GO:0051179
YLR256W	GO:0051234
YLR256W	GO:0051252
YLR256W	GO:0051253
YLR256W	GO:0051254
YLR256W	GO:0051641
YLR256W	GO:0051716
YLR256W	GO:0060255
YLR256W	GO:0065007
YLR256W	GO:0070199
YLR256W	GO:0070727
YLR256W	GO:0070887
YLR256W	GO:0071168
YLR256W	GO:0071169
YLR256W	GO:0071496
YLR256W	GO:0071704
YLR256W	GO:0072594
YLR256W	GO:0080090
YLR256W	GO:0090304
YLR256W	GO:0097159
YLR256W	GO:0110165
YLR256W	GO:0140110
YLR256W	GO:1901360
YLR256W	GO:1901362
YLR256W	GO:1901576
YLR256W	GO:1902679
YLR256W	GO:1902680
YLR256W	GO:1990837
