gene_id	go_term
YDR244W	GO:0006996
YDR244W	GO:0007031
YDR244W	GO:0008104
YDR244W	GO:0008150
YDR244W	GO:0009987
YDR244W	GO:0015031
YDR244W	GO:0015919
YDR244W	GO:0016020
YDR244W	GO:0016043
YDR244W	GO:0016558
YDR244W	GO:0016560
YDR244W	GO:0030674
YDR244W	GO:0031090
YDR244W	GO:0031903
YDR244W	GO:0031907
YDR244W	GO:0031974
YDR244W	GO:0032991
YDR244W	GO:0033036
YDR244W	GO:0033218
YDR244W	GO:0033365
YDR244W	GO:0042277
YDR244W	GO:0042579
YDR244W	GO:0043226
YDR244W	GO:0043227
YDR244W	GO:0043229
YDR244W	GO:0043231
YDR244W	GO:0043233
YDR244W	GO:0043574
YDR244W	GO:0044743
YDR244W	GO:0045184
YDR244W	GO:0046907
YDR244W	GO:0051179
YDR244W	GO:0051234
YDR244W	GO:0051641
YDR244W	GO:0051649
YDR244W	GO:0055085
YDR244W	GO:0060090
YDR244W	GO:0065002
YDR244W	GO:0070013
YDR244W	GO:0070727
YDR244W	GO:0071702
YDR244W	GO:0071705
YDR244W	GO:0071806
YDR244W	GO:0071840
YDR244W	GO:0072594
YDR244W	GO:0072662
YDR244W	GO:0072663
YDR244W	GO:0098588
YDR244W	GO:0110165
YDR244W	GO:0140104
YDR244W	GO:0140597
YDR244W	GO:1990351
YDR244W	GO:1990429
YDR245W	GO:0000009
YDR245W	GO:0000030
YDR245W	GO:0000032
YDR245W	GO:0000136
YDR245W	GO:0000137
YDR245W	GO:0000139
YDR245W	GO:0000910
YDR245W	GO:0000917
YDR245W	GO:0003674
YDR245W	GO:0003824
YDR245W	GO:0005575
YDR245W	GO:0005622
YDR245W	GO:0005737
YDR245W	GO:0005783
YDR245W	GO:0005789
YDR245W	GO:0005794
YDR245W	GO:0005795
YDR245W	GO:0006056
YDR245W	GO:0006057
YDR245W	GO:0006486
YDR245W	GO:0006487
YDR245W	GO:0006807
YDR245W	GO:0007049
YDR245W	GO:0008150
YDR245W	GO:0008152
YDR245W	GO:0009058
YDR245W	GO:0009059
YDR245W	GO:0009100
YDR245W	GO:0009101
YDR245W	GO:0009987
YDR245W	GO:0012505
YDR245W	GO:0016020
YDR245W	GO:0016043
YDR245W	GO:0016740
YDR245W	GO:0016757
YDR245W	GO:0016758
YDR245W	GO:0019538
YDR245W	GO:0022402
YDR245W	GO:0022607
YDR245W	GO:0031090
YDR245W	GO:0031501
YDR245W	GO:0031506
YDR245W	GO:0031984
YDR245W	GO:0031985
YDR245W	GO:0032506
YDR245W	GO:0032991
YDR245W	GO:0036211
YDR245W	GO:0042175
YDR245W	GO:0043170
YDR245W	GO:0043226
YDR245W	GO:0043227
YDR245W	GO:0043229
YDR245W	GO:0043231
YDR245W	GO:0043412
YDR245W	GO:0043413
YDR245W	GO:0044036
YDR245W	GO:0044085
YDR245W	GO:0044237
YDR245W	GO:0044238
YDR245W	GO:0044249
YDR245W	GO:0051301
YDR245W	GO:0070085
YDR245W	GO:0071554
YDR245W	GO:0071704
YDR245W	GO:0071840
YDR245W	GO:0090529
YDR245W	GO:0098588
YDR245W	GO:0098791
YDR245W	GO:0098796
YDR245W	GO:0098827
YDR245W	GO:0110165
YDR245W	GO:0140535
YDR245W	GO:1901135
YDR245W	GO:1901137
YDR245W	GO:1901564
YDR245W	GO:1901566
YDR245W	GO:1901576
YDR245W	GO:1902494
YDR245W	GO:1990234
YDR246W	GO:0000407
YDR246W	GO:0003674
YDR246W	GO:0005085
YDR246W	GO:0005575
YDR246W	GO:0005622
YDR246W	GO:0005737
YDR246W	GO:0005768
YDR246W	GO:0005783
YDR246W	GO:0005793
YDR246W	GO:0005794
YDR246W	GO:0005829
YDR246W	GO:0006810
YDR246W	GO:0006888
YDR246W	GO:0006914
YDR246W	GO:0006996
YDR246W	GO:0008150
YDR246W	GO:0008152
YDR246W	GO:0009056
YDR246W	GO:0009987
YDR246W	GO:0012505
YDR246W	GO:0016043
YDR246W	GO:0016192
YDR246W	GO:0030008
YDR246W	GO:0030234
YDR246W	GO:0030695
YDR246W	GO:0031410
YDR246W	GO:0031982
YDR246W	GO:0032991
YDR246W	GO:0043226
YDR246W	GO:0043227
YDR246W	GO:0043229
YDR246W	GO:0043231
YDR246W	GO:0044237
YDR246W	GO:0044248
YDR246W	GO:0046907
YDR246W	GO:0048193
YDR246W	GO:0051179
YDR246W	GO:0051234
YDR246W	GO:0051276
YDR246W	GO:0051641
YDR246W	GO:0051649
YDR246W	GO:0060589
YDR246W	GO:0061919
YDR246W	GO:0071840
YDR246W	GO:0097708
YDR246W	GO:0098772
YDR246W	GO:0099023
YDR246W	GO:0110165
YDR246W	GO:0140535
YDR246W	GO:1990070
YDR246W	GO:1990071
YDR246W	GO:1990072
YDR246W-A	GO:0003674
YDR246W-A	GO:0005575
YDR246W-A	GO:0008150
YDR247W	GO:0000082
YDR247W	GO:0000166
YDR247W	GO:0000278
YDR247W	GO:0003674
YDR247W	GO:0003824
YDR247W	GO:0004672
YDR247W	GO:0004674
YDR247W	GO:0005488
YDR247W	GO:0005524
YDR247W	GO:0005575
YDR247W	GO:0005622
YDR247W	GO:0005634
YDR247W	GO:0005737
YDR247W	GO:0006793
YDR247W	GO:0006796
YDR247W	GO:0007049
YDR247W	GO:0007154
YDR247W	GO:0007165
YDR247W	GO:0008104
YDR247W	GO:0008150
YDR247W	GO:0008152
YDR247W	GO:0009987
YDR247W	GO:0016301
YDR247W	GO:0016310
YDR247W	GO:0016740
YDR247W	GO:0016772
YDR247W	GO:0016773
YDR247W	GO:0017076
YDR247W	GO:0022402
YDR247W	GO:0023052
YDR247W	GO:0030554
YDR247W	GO:0032553
YDR247W	GO:0032555
YDR247W	GO:0032559
YDR247W	GO:0032879
YDR247W	GO:0032880
YDR247W	GO:0033036
YDR247W	GO:0035556
YDR247W	GO:0035639
YDR247W	GO:0036094
YDR247W	GO:0043167
YDR247W	GO:0043168
YDR247W	GO:0043226
YDR247W	GO:0043227
YDR247W	GO:0043229
YDR247W	GO:0043231
YDR247W	GO:0044237
YDR247W	GO:0044770
YDR247W	GO:0044772
YDR247W	GO:0044843
YDR247W	GO:0050789
YDR247W	GO:0050794
YDR247W	GO:0050896
YDR247W	GO:0051179
YDR247W	GO:0051641
YDR247W	GO:0051716
YDR247W	GO:0060341
YDR247W	GO:0065007
YDR247W	GO:0070727
YDR247W	GO:0097159
YDR247W	GO:0097367
YDR247W	GO:0106310
YDR247W	GO:0110165
YDR247W	GO:0140096
YDR247W	GO:1901265
YDR247W	GO:1901363
YDR247W	GO:1903047
YDR248C	GO:0000166
YDR248C	GO:0000322
YDR248C	GO:0000323
YDR248C	GO:0000324
YDR248C	GO:0003674
YDR248C	GO:0003824
YDR248C	GO:0005488
YDR248C	GO:0005524
YDR248C	GO:0005575
YDR248C	GO:0005622
YDR248C	GO:0005737
YDR248C	GO:0005773
YDR248C	GO:0005975
YDR248C	GO:0006082
YDR248C	GO:0006793
YDR248C	GO:0006796
YDR248C	GO:0008150
YDR248C	GO:0008152
YDR248C	GO:0009056
YDR248C	GO:0009987
YDR248C	GO:0016052
YDR248C	GO:0016054
YDR248C	GO:0016301
YDR248C	GO:0016310
YDR248C	GO:0016740
YDR248C	GO:0016772
YDR248C	GO:0016773
YDR248C	GO:0017076
YDR248C	GO:0019520
YDR248C	GO:0019521
YDR248C	GO:0019752
YDR248C	GO:0030554
YDR248C	GO:0032553
YDR248C	GO:0032555
YDR248C	GO:0032559
YDR248C	GO:0032787
YDR248C	GO:0035639
YDR248C	GO:0036094
YDR248C	GO:0043167
YDR248C	GO:0043168
YDR248C	GO:0043226
YDR248C	GO:0043227
YDR248C	GO:0043229
YDR248C	GO:0043231
YDR248C	GO:0043436
YDR248C	GO:0044237
YDR248C	GO:0044238
YDR248C	GO:0044248
YDR248C	GO:0044281
YDR248C	GO:0044282
YDR248C	GO:0046176
YDR248C	GO:0046177
YDR248C	GO:0046316
YDR248C	GO:0046395
YDR248C	GO:0071704
YDR248C	GO:0072329
YDR248C	GO:0097159
YDR248C	GO:0097367
YDR248C	GO:0110165
YDR248C	GO:1901265
YDR248C	GO:1901363
YDR248C	GO:1901575
YDR249C	GO:0003674
YDR249C	GO:0005575
YDR249C	GO:0008150
YDR250C	NA
YDR251W	GO:0003674
YDR251W	GO:0003824
YDR251W	GO:0005575
YDR251W	GO:0005622
YDR251W	GO:0005737
YDR251W	GO:0005933
YDR251W	GO:0005934
YDR251W	GO:0005935
YDR251W	GO:0007124
YDR251W	GO:0008150
YDR251W	GO:0009987
YDR251W	GO:0016049
YDR251W	GO:0016491
YDR251W	GO:0030427
YDR251W	GO:0030447
YDR251W	GO:0040007
YDR251W	GO:0044182
YDR251W	GO:0070783
YDR251W	GO:0110165
YDR252W	GO:0003674
YDR252W	GO:0005488
YDR252W	GO:0005515
YDR252W	GO:0005575
YDR252W	GO:0005622
YDR252W	GO:0005634
YDR252W	GO:0005737
YDR252W	GO:0005829
YDR252W	GO:0005854
YDR252W	GO:0006605
YDR252W	GO:0006612
YDR252W	GO:0006613
YDR252W	GO:0006810
YDR252W	GO:0008104
YDR252W	GO:0008150
YDR252W	GO:0009987
YDR252W	GO:0015031
YDR252W	GO:0030014
YDR252W	GO:0030015
YDR252W	GO:0032991
YDR252W	GO:0033036
YDR252W	GO:0042788
YDR252W	GO:0043226
YDR252W	GO:0043227
YDR252W	GO:0043229
YDR252W	GO:0043231
YDR252W	GO:0045184
YDR252W	GO:0051082
YDR252W	GO:0051179
YDR252W	GO:0051234
YDR252W	GO:0051641
YDR252W	GO:0051668
YDR252W	GO:0070727
YDR252W	GO:0071702
YDR252W	GO:0071705
YDR252W	GO:0072657
YDR252W	GO:0090150
YDR252W	GO:0110165
YDR252W	GO:0140535
YDR253C	GO:0000096
YDR253C	GO:0000122
YDR253C	GO:0000278
YDR253C	GO:0000976
YDR253C	GO:0000981
YDR253C	GO:0000987
YDR253C	GO:0001067
YDR253C	GO:0003674
YDR253C	GO:0003676
YDR253C	GO:0003677
YDR253C	GO:0003690
YDR253C	GO:0003700
YDR253C	GO:0005488
YDR253C	GO:0005515
YDR253C	GO:0005575
YDR253C	GO:0005622
YDR253C	GO:0005634
YDR253C	GO:0005737
YDR253C	GO:0006082
YDR253C	GO:0006139
YDR253C	GO:0006351
YDR253C	GO:0006355
YDR253C	GO:0006357
YDR253C	GO:0006366
YDR253C	GO:0006725
YDR253C	GO:0006790
YDR253C	GO:0006807
YDR253C	GO:0007049
YDR253C	GO:0007346
YDR253C	GO:0008134
YDR253C	GO:0008150
YDR253C	GO:0008152
YDR253C	GO:0008270
YDR253C	GO:0009058
YDR253C	GO:0009059
YDR253C	GO:0009889
YDR253C	GO:0009890
YDR253C	GO:0009891
YDR253C	GO:0009892
YDR253C	GO:0009893
YDR253C	GO:0009987
YDR253C	GO:0010467
YDR253C	GO:0010468
YDR253C	GO:0010556
YDR253C	GO:0010557
YDR253C	GO:0010558
YDR253C	GO:0010604
YDR253C	GO:0010605
YDR253C	GO:0016070
YDR253C	GO:0018130
YDR253C	GO:0019219
YDR253C	GO:0019222
YDR253C	GO:0019438
YDR253C	GO:0019752
YDR253C	GO:0031323
YDR253C	GO:0031324
YDR253C	GO:0031325
YDR253C	GO:0031326
YDR253C	GO:0031327
YDR253C	GO:0031328
YDR253C	GO:0031335
YDR253C	GO:0032774
YDR253C	GO:0034641
YDR253C	GO:0034654
YDR253C	GO:0036094
YDR253C	GO:0042762
YDR253C	GO:0043167
YDR253C	GO:0043169
YDR253C	GO:0043170
YDR253C	GO:0043226
YDR253C	GO:0043227
YDR253C	GO:0043229
YDR253C	GO:0043231
YDR253C	GO:0043436
YDR253C	GO:0043565
YDR253C	GO:0044237
YDR253C	GO:0044238
YDR253C	GO:0044249
YDR253C	GO:0044271
YDR253C	GO:0044281
YDR253C	GO:0045892
YDR253C	GO:0045893
YDR253C	GO:0045934
YDR253C	GO:0045935
YDR253C	GO:0045944
YDR253C	GO:0046483
YDR253C	GO:0046872
YDR253C	GO:0046914
YDR253C	GO:0048518
YDR253C	GO:0048519
YDR253C	GO:0048522
YDR253C	GO:0048523
YDR253C	GO:0050789
YDR253C	GO:0050794
YDR253C	GO:0051171
YDR253C	GO:0051172
YDR253C	GO:0051173
YDR253C	GO:0051252
YDR253C	GO:0051253
YDR253C	GO:0051254
YDR253C	GO:0051726
YDR253C	GO:0060255
YDR253C	GO:0061629
YDR253C	GO:0062012
YDR253C	GO:0065007
YDR253C	GO:0071704
YDR253C	GO:0080090
YDR253C	GO:0090304
YDR253C	GO:0097159
YDR253C	GO:0110165
YDR253C	GO:0140110
YDR253C	GO:0140297
YDR253C	GO:1901360
YDR253C	GO:1901362
YDR253C	GO:1901564
YDR253C	GO:1901576
YDR253C	GO:1902679
YDR253C	GO:1902680
YDR253C	GO:1990837
YDR253C	GO:2001141
YDR254W	GO:0000003
YDR254W	GO:0000070
YDR254W	GO:0000075
YDR254W	GO:0000278
YDR254W	GO:0000280
YDR254W	GO:0000775
YDR254W	GO:0000776
YDR254W	GO:0000779
YDR254W	GO:0000793
YDR254W	GO:0000819
YDR254W	GO:0000940
YDR254W	GO:0003674
YDR254W	GO:0005198
YDR254W	GO:0005575
YDR254W	GO:0005622
YDR254W	GO:0005634
YDR254W	GO:0005694
YDR254W	GO:0006325
YDR254W	GO:0006338
YDR254W	GO:0006996
YDR254W	GO:0007049
YDR254W	GO:0007059
YDR254W	GO:0007062
YDR254W	GO:0007064
YDR254W	GO:0007088
YDR254W	GO:0007091
YDR254W	GO:0007093
YDR254W	GO:0007094
YDR254W	GO:0007154
YDR254W	GO:0007165
YDR254W	GO:0007346
YDR254W	GO:0008104
YDR254W	GO:0008150
YDR254W	GO:0009987
YDR254W	GO:0010564
YDR254W	GO:0010639
YDR254W	GO:0010948
YDR254W	GO:0010965
YDR254W	GO:0016043
YDR254W	GO:0019953
YDR254W	GO:0022402
YDR254W	GO:0022414
YDR254W	GO:0022607
YDR254W	GO:0023052
YDR254W	GO:0030071
YDR254W	GO:0031055
YDR254W	GO:0031577
YDR254W	GO:0032991
YDR254W	GO:0033036
YDR254W	GO:0033043
YDR254W	GO:0033044
YDR254W	GO:0033045
YDR254W	GO:0033046
YDR254W	GO:0033047
YDR254W	GO:0033048
YDR254W	GO:0033365
YDR254W	GO:0034080
YDR254W	GO:0034085
YDR254W	GO:0034086
YDR254W	GO:0034087
YDR254W	GO:0034089
YDR254W	GO:0034090
YDR254W	GO:0034502
YDR254W	GO:0034508
YDR254W	GO:0035556
YDR254W	GO:0043226
YDR254W	GO:0043227
YDR254W	GO:0043228
YDR254W	GO:0043229
YDR254W	GO:0043231
YDR254W	GO:0043232
YDR254W	GO:0043933
YDR254W	GO:0044085
YDR254W	GO:0044770
YDR254W	GO:0044772
YDR254W	GO:0044784
YDR254W	GO:0045786
YDR254W	GO:0045839
YDR254W	GO:0045841
YDR254W	GO:0045930
YDR254W	GO:0048285
YDR254W	GO:0048519
YDR254W	GO:0048523
YDR254W	GO:0050789
YDR254W	GO:0050794
YDR254W	GO:0050896
YDR254W	GO:0051128
YDR254W	GO:0051129
YDR254W	GO:0051177
YDR254W	GO:0051179
YDR254W	GO:0051276
YDR254W	GO:0051301
YDR254W	GO:0051304
YDR254W	GO:0051306
YDR254W	GO:0051321
YDR254W	GO:0051382
YDR254W	GO:0051383
YDR254W	GO:0051641
YDR254W	GO:0051716
YDR254W	GO:0051726
YDR254W	GO:0051783
YDR254W	GO:0051784
YDR254W	GO:0051983
YDR254W	GO:0051985
YDR254W	GO:0065003
YDR254W	GO:0065004
YDR254W	GO:0065007
YDR254W	GO:0070727
YDR254W	GO:0070925
YDR254W	GO:0071173
YDR254W	GO:0071174
YDR254W	GO:0071459
YDR254W	GO:0071824
YDR254W	GO:0071840
YDR254W	GO:0098687
YDR254W	GO:0098813
YDR254W	GO:0099080
YDR254W	GO:0110165
YDR254W	GO:0140014
YDR254W	GO:0140694
YDR254W	GO:1901987
YDR254W	GO:1901988
YDR254W	GO:1901990
YDR254W	GO:1901991
YDR254W	GO:1902099
YDR254W	GO:1902100
YDR254W	GO:1903047
YDR254W	GO:1905818
YDR254W	GO:1905819
YDR254W	GO:2000816
YDR254W	GO:2001251
YDR255C	GO:0000151
YDR255C	GO:0003674
YDR255C	GO:0003824
YDR255C	GO:0004842
YDR255C	GO:0005488
YDR255C	GO:0005575
YDR255C	GO:0005622
YDR255C	GO:0005634
YDR255C	GO:0005737
YDR255C	GO:0005777
YDR255C	GO:0005829
YDR255C	GO:0005975
YDR255C	GO:0005996
YDR255C	GO:0006006
YDR255C	GO:0006094
YDR255C	GO:0006109
YDR255C	GO:0006111
YDR255C	GO:0006508
YDR255C	GO:0006511
YDR255C	GO:0006807
YDR255C	GO:0008150
YDR255C	GO:0008152
YDR255C	GO:0008270
YDR255C	GO:0009056
YDR255C	GO:0009057
YDR255C	GO:0009058
YDR255C	GO:0009889
YDR255C	GO:0009890
YDR255C	GO:0009892
YDR255C	GO:0009987
YDR255C	GO:0010498
YDR255C	GO:0010906
YDR255C	GO:0016051
YDR255C	GO:0016567
YDR255C	GO:0016740
YDR255C	GO:0016746
YDR255C	GO:0016755
YDR255C	GO:0019222
YDR255C	GO:0019318
YDR255C	GO:0019319
YDR255C	GO:0019538
YDR255C	GO:0019787
YDR255C	GO:0019941
YDR255C	GO:0030163
YDR255C	GO:0031323
YDR255C	GO:0031324
YDR255C	GO:0031326
YDR255C	GO:0031327
YDR255C	GO:0032446
YDR255C	GO:0032991
YDR255C	GO:0034657
YDR255C	GO:0036094
YDR255C	GO:0036211
YDR255C	GO:0042579
YDR255C	GO:0043161
YDR255C	GO:0043167
YDR255C	GO:0043169
YDR255C	GO:0043170
YDR255C	GO:0043226
YDR255C	GO:0043227
YDR255C	GO:0043229
YDR255C	GO:0043231
YDR255C	GO:0043255
YDR255C	GO:0043412
YDR255C	GO:0043632
YDR255C	GO:0043687
YDR255C	GO:0044237
YDR255C	GO:0044238
YDR255C	GO:0044249
YDR255C	GO:0044281
YDR255C	GO:0044283
YDR255C	GO:0045721
YDR255C	GO:0045912
YDR255C	GO:0046364
YDR255C	GO:0046872
YDR255C	GO:0046914
YDR255C	GO:0048519
YDR255C	GO:0048523
YDR255C	GO:0050789
YDR255C	GO:0050794
YDR255C	GO:0051603
YDR255C	GO:0061630
YDR255C	GO:0061659
YDR255C	GO:0062012
YDR255C	GO:0062014
YDR255C	GO:0065007
YDR255C	GO:0070647
YDR255C	GO:0071704
YDR255C	GO:0080090
YDR255C	GO:0110165
YDR255C	GO:0140096
YDR255C	GO:0140535
YDR255C	GO:1901564
YDR255C	GO:1901565
YDR255C	GO:1901575
YDR255C	GO:1901576
YDR255C	GO:1902494
YDR255C	GO:1990234
YDR256C	GO:0000302
YDR256C	GO:0003674
YDR256C	GO:0003824
YDR256C	GO:0004096
YDR256C	GO:0004601
YDR256C	GO:0005488
YDR256C	GO:0005575
YDR256C	GO:0005622
YDR256C	GO:0005737
YDR256C	GO:0005739
YDR256C	GO:0005759
YDR256C	GO:0005777
YDR256C	GO:0005782
YDR256C	GO:0006950
YDR256C	GO:0006979
YDR256C	GO:0008150
YDR256C	GO:0008152
YDR256C	GO:0009056
YDR256C	GO:0009636
YDR256C	GO:0009987
YDR256C	GO:0010035
YDR256C	GO:0016209
YDR256C	GO:0016491
YDR256C	GO:0016684
YDR256C	GO:0020037
YDR256C	GO:0031907
YDR256C	GO:0031974
YDR256C	GO:0036094
YDR256C	GO:0042221
YDR256C	GO:0042542
YDR256C	GO:0042579
YDR256C	GO:0042743
YDR256C	GO:0042744
YDR256C	GO:0043167
YDR256C	GO:0043169
YDR256C	GO:0043226
YDR256C	GO:0043227
YDR256C	GO:0043229
YDR256C	GO:0043231
YDR256C	GO:0043233
YDR256C	GO:0044237
YDR256C	GO:0044248
YDR256C	GO:0046872
YDR256C	GO:0046906
YDR256C	GO:0050896
YDR256C	GO:0051716
YDR256C	GO:0070013
YDR256C	GO:0070887
YDR256C	GO:0072593
YDR256C	GO:0097159
YDR256C	GO:0097237
YDR256C	GO:0098754
YDR256C	GO:0098869
YDR256C	GO:0110165
YDR256C	GO:1901700
YDR256C	GO:1990748
YDR257C	GO:0003674
YDR257C	GO:0003824
YDR257C	GO:0005575
YDR257C	GO:0005622
YDR257C	GO:0005634
YDR257C	GO:0006479
YDR257C	GO:0006807
YDR257C	GO:0008150
YDR257C	GO:0008152
YDR257C	GO:0008168
YDR257C	GO:0008170
YDR257C	GO:0008213
YDR257C	GO:0008276
YDR257C	GO:0008757
YDR257C	GO:0016278
YDR257C	GO:0016279
YDR257C	GO:0016740
YDR257C	GO:0016741
YDR257C	GO:0018022
YDR257C	GO:0018026
YDR257C	GO:0018193
YDR257C	GO:0018205
YDR257C	GO:0019538
YDR257C	GO:0032259
YDR257C	GO:0036211
YDR257C	GO:0043170
YDR257C	GO:0043226
YDR257C	GO:0043227
YDR257C	GO:0043229
YDR257C	GO:0043231
YDR257C	GO:0043412
YDR257C	GO:0043414
YDR257C	GO:0044238
YDR257C	GO:0071704
YDR257C	GO:0110165
YDR257C	GO:0140096
YDR257C	GO:1901564
YDR258C	GO:0000002
YDR258C	GO:0000166
YDR258C	GO:0003674
YDR258C	GO:0003824
YDR258C	GO:0005488
YDR258C	GO:0005515
YDR258C	GO:0005524
YDR258C	GO:0005575
YDR258C	GO:0005622
YDR258C	GO:0005737
YDR258C	GO:0005739
YDR258C	GO:0005759
YDR258C	GO:0006457
YDR258C	GO:0006807
YDR258C	GO:0006950
YDR258C	GO:0006996
YDR258C	GO:0007005
YDR258C	GO:0008150
YDR258C	GO:0008152
YDR258C	GO:0009058
YDR258C	GO:0009059
YDR258C	GO:0009266
YDR258C	GO:0009408
YDR258C	GO:0009628
YDR258C	GO:0009987
YDR258C	GO:0010467
YDR258C	GO:0016043
YDR258C	GO:0016462
YDR258C	GO:0016787
YDR258C	GO:0016817
YDR258C	GO:0016818
YDR258C	GO:0016887
YDR258C	GO:0017076
YDR258C	GO:0017111
YDR258C	GO:0019538
YDR258C	GO:0030554
YDR258C	GO:0031647
YDR258C	GO:0031974
YDR258C	GO:0032553
YDR258C	GO:0032555
YDR258C	GO:0032559
YDR258C	GO:0033554
YDR258C	GO:0034605
YDR258C	GO:0035639
YDR258C	GO:0036094
YDR258C	GO:0042026
YDR258C	GO:0043167
YDR258C	GO:0043168
YDR258C	GO:0043170
YDR258C	GO:0043226
YDR258C	GO:0043227
YDR258C	GO:0043229
YDR258C	GO:0043231
YDR258C	GO:0043233
YDR258C	GO:0043335
YDR258C	GO:0044237
YDR258C	GO:0044238
YDR258C	GO:0044249
YDR258C	GO:0050821
YDR258C	GO:0050896
YDR258C	GO:0051604
YDR258C	GO:0051716
YDR258C	GO:0051787
YDR258C	GO:0065007
YDR258C	GO:0065008
YDR258C	GO:0070013
YDR258C	GO:0071704
YDR258C	GO:0071840
YDR258C	GO:0097159
YDR258C	GO:0097367
YDR258C	GO:0110165
YDR258C	GO:0140657
YDR258C	GO:1901265
YDR258C	GO:1901363
YDR258C	GO:1901564
YDR258C	GO:1901576
YDR259C	GO:0000122
YDR259C	GO:0000981
YDR259C	GO:0001010
YDR259C	GO:0003674
YDR259C	GO:0003676
YDR259C	GO:0003677
YDR259C	GO:0003700
YDR259C	GO:0005488
YDR259C	GO:0005575
YDR259C	GO:0005622
YDR259C	GO:0005634
YDR259C	GO:0006139
YDR259C	GO:0006351
YDR259C	GO:0006355
YDR259C	GO:0006357
YDR259C	GO:0006366
YDR259C	GO:0006725
YDR259C	GO:0006807
YDR259C	GO:0008150
YDR259C	GO:0008152
YDR259C	GO:0009058
YDR259C	GO:0009059
YDR259C	GO:0009889
YDR259C	GO:0009890
YDR259C	GO:0009891
YDR259C	GO:0009892
YDR259C	GO:0009893
YDR259C	GO:0009987
YDR259C	GO:0010467
YDR259C	GO:0010468
YDR259C	GO:0010556
YDR259C	GO:0010557
YDR259C	GO:0010558
YDR259C	GO:0010604
YDR259C	GO:0010605
YDR259C	GO:0016070
YDR259C	GO:0018130
YDR259C	GO:0019219
YDR259C	GO:0019222
YDR259C	GO:0019438
YDR259C	GO:0030674
YDR259C	GO:0031323
YDR259C	GO:0031324
YDR259C	GO:0031325
YDR259C	GO:0031326
YDR259C	GO:0031327
YDR259C	GO:0031328
YDR259C	GO:0032774
YDR259C	GO:0034641
YDR259C	GO:0034654
YDR259C	GO:0043170
YDR259C	GO:0043226
YDR259C	GO:0043227
YDR259C	GO:0043229
YDR259C	GO:0043231
YDR259C	GO:0043565
YDR259C	GO:0044237
YDR259C	GO:0044238
YDR259C	GO:0044249
YDR259C	GO:0044271
YDR259C	GO:0045892
YDR259C	GO:0045893
YDR259C	GO:0045934
YDR259C	GO:0045935
YDR259C	GO:0045944
YDR259C	GO:0046483
YDR259C	GO:0048518
YDR259C	GO:0048519
YDR259C	GO:0048522
YDR259C	GO:0048523
YDR259C	GO:0050789
YDR259C	GO:0050794
YDR259C	GO:0051171
YDR259C	GO:0051172
YDR259C	GO:0051173
YDR259C	GO:0051252
YDR259C	GO:0051253
YDR259C	GO:0051254
YDR259C	GO:0060090
YDR259C	GO:0060255
YDR259C	GO:0065007
YDR259C	GO:0071704
YDR259C	GO:0080090
YDR259C	GO:0090304
YDR259C	GO:0097159
YDR259C	GO:0110165
YDR259C	GO:0140110
YDR259C	GO:1901360
YDR259C	GO:1901362
YDR259C	GO:1901576
YDR259C	GO:1902679
YDR259C	GO:1902680
YDR259C	GO:2001141
YDR260C	GO:0000003
YDR260C	GO:0000151
YDR260C	GO:0000152
YDR260C	GO:0000278
YDR260C	GO:0000819
YDR260C	GO:0003006
YDR260C	GO:0003674
YDR260C	GO:0003824
YDR260C	GO:0004842
YDR260C	GO:0005575
YDR260C	GO:0005622
YDR260C	GO:0005634
YDR260C	GO:0005680
YDR260C	GO:0006807
YDR260C	GO:0006996
YDR260C	GO:0007049
YDR260C	GO:0007059
YDR260C	GO:0007091
YDR260C	GO:0007346
YDR260C	GO:0008150
YDR260C	GO:0008152
YDR260C	GO:0009272
YDR260C	GO:0009653
YDR260C	GO:0009987
YDR260C	GO:0010564
YDR260C	GO:0010927
YDR260C	GO:0016043
YDR260C	GO:0016567
YDR260C	GO:0016740
YDR260C	GO:0016746
YDR260C	GO:0016755
YDR260C	GO:0019538
YDR260C	GO:0019787
YDR260C	GO:0019953
YDR260C	GO:0022402
YDR260C	GO:0022413
YDR260C	GO:0022414
YDR260C	GO:0022607
YDR260C	GO:0030071
YDR260C	GO:0030154
YDR260C	GO:0030435
YDR260C	GO:0030437
YDR260C	GO:0030476
YDR260C	GO:0031461
YDR260C	GO:0031505
YDR260C	GO:0032446
YDR260C	GO:0032502
YDR260C	GO:0032505
YDR260C	GO:0032989
YDR260C	GO:0032991
YDR260C	GO:0033043
YDR260C	GO:0033044
YDR260C	GO:0033045
YDR260C	GO:0034293
YDR260C	GO:0036211
YDR260C	GO:0042244
YDR260C	GO:0042546
YDR260C	GO:0043170
YDR260C	GO:0043226
YDR260C	GO:0043227
YDR260C	GO:0043229
YDR260C	GO:0043231
YDR260C	GO:0043412
YDR260C	GO:0043687
YDR260C	GO:0043933
YDR260C	GO:0043934
YDR260C	GO:0043935
YDR260C	GO:0044085
YDR260C	GO:0044238
YDR260C	GO:0044770
YDR260C	GO:0044772
YDR260C	GO:0044784
YDR260C	GO:0045229
YDR260C	GO:0048468
YDR260C	GO:0048646
YDR260C	GO:0048856
YDR260C	GO:0048869
YDR260C	GO:0050789
YDR260C	GO:0050794
YDR260C	GO:0051128
YDR260C	GO:0051276
YDR260C	GO:0051301
YDR260C	GO:0051321
YDR260C	GO:0051726
YDR260C	GO:0051983
YDR260C	GO:0061630
YDR260C	GO:0061659
